outcome,month,mmwr_week,age_group,vaccination_status,vaccinated_with_outcome,vaccinated_population,unvaccinated_with_outcome,unvaccinated_population,crude_vax_ir,crude_unvax_ir,crude_irr,age_adj_vax_ir,age_adj_unvax_ir,age_adj_irr,monthly_age_adj_vax_ir,monthly_age_adj_unvax_ir,monthly_age_adj_irr,monthly_age_adj_mb_irr,continuity_correction
case,22-Feb,202208,all_ages,vaccinated,"55,193","91,450,372.70","42,363","24,863,247.15",,,,61.04266461,191.5461837,3.137906657,153.12196,503.24091,3.28654,,1
case,22-Feb,202208,all_ages,vax with updated booster,,,"42,363","24,863,247.15",,,,,191.5461837,,,503.24091,,,1
case,22-Mar,202209,17-Dec,vaccinated,"2,209","6,876,250","2,644","4,573,111",32.12506817,57.81622182,1.79972293,,,,,,,,0
case,22-Mar,202209,17-Dec,vax with updated booster,,,"2,644","4,573,111",,57.81622182,,,,,,,,,0
case,22-Mar,202209,18-29,vaccinated,"7,703","15,983,131","7,862","8,446,201.45",48.19456213,93.08326407,1.93140595,,,,,,,,1
case,22-Mar,202209,18-29,vax with updated booster,,,"7,862","8,446,201.45",,93.08326407,,,,,,,,,1
case,22-Mar,202209,30-49,vaccinated,"12,960","29,451,007","9,919","9,566,379.10",44.00528647,103.6860436,2.356217897,,,,,,,,1
case,22-Mar,202209,30-49,vax with updated booster,,,"9,919","9,566,379.10",,103.6860436,,,,,,,,,1
case,22-Mar,202209,11-May,vaccinated,"1,838","3,417,701","3,743","9,983,714",53.77884139,37.49105794,0.697133984,,,,,,,,0
case,22-Mar,202209,11-May,vax with updated booster,,,,,,,,,,,,,,,0
case,22-Mar,202209,50-64,vaccinated,"9,170","23,855,427","6,253","4,585,523.30",38.43989043,136.3639347,3.547458986,,,,,,,,1
case,22-Mar,202209,50-64,vax with updated booster,,,"6,253","4,585,523.30",,136.3639347,,,,,,,,,1
case,22-Mar,202209,65-79,vaccinated,"6,999","17,364,209.70","4,016","1,452,128.45",40.30704605,276.5595564,6.861320378,,,,,,,,1
case,22-Mar,202209,65-79,vax with updated booster,,,"4,016","1,452,128.45",,276.5595564,,,,,,,,,1
case,22-Mar,202209,80+,vaccinated,"2,737","5,001,633","1,454","686,392.10",54.72212775,211.8322749,3.87105333,,,,,,,,1
case,22-Mar,202209,80+,vax with updated booster,,,"1,454","686,392.10",,211.8322749,,,,,,,,,1
case,22-Mar,202209,all_ages,vaccinated,"39,569","91,655,407.70","29,504","24,736,624.40",,,,43.80269049,134.5272036,3.071208687,38.73891,90.90319,2.34656,,1
case,22-Mar,202209,all_ages,vax with updated booster,,,"29,504","24,736,624.40",,,,,134.5272036,,,90.90319,,,1
case,22-Mar,202210,17-Dec,vaccinated,"1,568","6,917,152","1,775","4,552,047",22.66828891,38.99344625,1.720175986,,,,,,,,0
case,22-Mar,202210,17-Dec,vax with updated booster,,,"1,775","4,552,047",,38.99344625,,,,,,,,,0
case,22-Mar,202210,18-29,vaccinated,"5,778","16,041,332","5,193","8,406,579.45",36.01945275,61.77304373,1.714991179,,,,,,,,1
case,22-Mar,202210,18-29,vax with updated booster,,,"5,193","8,406,579.45",,61.77304373,,,,,,,,,1
case,22-Mar,202210,30-49,vaccinated,"9,671","29,518,387","6,413","9,522,951.10",32.76263029,67.34256989,2.055468969,,,,,,,,1
case,22-Mar,202210,30-49,vax with updated booster,,,"6,413","9,522,951.10",,67.34256989,,,,,,,,,1
case,22-Mar,202210,11-May,vaccinated,"1,405","3,521,268","2,608","9,940,535",39.90039952,26.23601245,0.657537588,,,,,,,,0
case,22-Mar,202210,11-May,vax with updated booster,,,,,,,,,,,,,,,0
case,22-Mar,202210,50-64,vaccinated,"6,723","23,884,224","3,944","4,572,204.30",28.14828734,86.26036243,3.064497722,,,,,,,,1
case,22-Mar,202210,50-64,vax with updated booster,,,"3,944","4,572,204.30",,86.26036243,,,,,,,,,1
case,22-Mar,202210,65-79,vaccinated,"5,013","17,374,149.70","2,415","1,449,456.45",28.85321058,166.6141815,5.774545643,,,,,,,,1
case,22-Mar,202210,65-79,vax with updated booster,,,"2,415","1,449,456.45",,166.6141815,,,,,,,,,1
case,22-Mar,202210,80+,vaccinated,"1,916","5,004,155",933,"685,019.10",38.28818252,136.2005819,3.557248553,,,,,,,,1
case,22-Mar,202210,80+,vax with updated booster,,,933,"685,019.10",,136.2005819,,,,,,,,,1
case,22-Mar,202210,all_ages,vaccinated,"29,101","91,822,247.70","18,898","24,636,210.40",,,,32.2912877,85.49930712,2.647751552,38.73891,90.90319,2.34656,,1
case,22-Mar,202210,all_ages,vax with updated booster,,,"18,898","24,636,210.40",,,,,85.49930712,,,90.90319,,,1
case,22-Mar,202211,17-Dec,vaccinated,"1,867","6,949,469","1,662","4,533,236",26.86536194,36.66255187,1.364677385,,,,,,,,0
case,22-Mar,202211,17-Dec,vax with updated booster,,,"1,662","4,533,236",,36.66255187,,,,,,,,,0
case,22-Mar,202211,18-29,vaccinated,"5,517","16,089,444","4,430","8,371,514.45",34.28956277,52.91754588,1.543255195,,,,,,,,1
case,22-Mar,202211,18-29,vax with updated booster,,,"4,430","8,371,514.45",,52.91754588,,,,,,,,,1
case,22-Mar,202211,30-49,vaccinated,"9,887","29,573,638","5,715","9,484,425.10",33.43180166,60.25668335,1.802376191,,,,,,,,1
case,22-Mar,202211,30-49,vax with updated booster,,,"5,715","9,484,425.10",,60.25668335,,,,,,,,,1
case,22-Mar,202211,11-May,vaccinated,"1,519","3,598,355","2,326","9,905,309",42.21373378,23.48235678,0.556272916,,,,,,,,0
case,22-Mar,202211,11-May,vax with updated booster,,,,,,,,,,,,,,,0
case,22-Mar,202211,50-64,vaccinated,"6,641","23,906,992","3,328","4,560,690.30",27.77848422,72.97140961,2.626903939,,,,,,,,1
case,22-Mar,202211,50-64,vax with updated booster,,,"3,328","4,560,690.30",,72.97140961,,,,,,,,,1
case,22-Mar,202211,65-79,vaccinated,"4,520","17,382,230.70","2,066","1,446,985.45",26.00356696,142.7795974,5.490769693,,,,,,,,1
case,22-Mar,202211,65-79,vax with updated booster,,,"2,066","1,446,985.45",,142.7795974,,,,,,,,,1
case,22-Mar,202211,80+,vaccinated,"1,635","5,006,336",774,"683,744.10",32.658615,113.2002455,3.466167978,,,,,,,,1
case,22-Mar,202211,80+,vax with updated booster,,,774,"683,744.10",,113.2002455,,,,,,,,,1
case,22-Mar,202211,all_ages,vaccinated,"28,200","91,958,640.70","16,313","24,547,359.40",,,,31.50890898,73.96409675,2.34740266,38.73891,90.90319,2.34656,,1
case,22-Mar,202211,all_ages,vax with updated booster,,,"16,313","24,547,359.40",,,,,73.96409675,,,90.90319,,,1
case,22-Mar,202212,17-Dec,vaccinated,"2,085","6,974,757","1,890","4,512,018",29.89351457,41.88813077,1.401244764,,,,,,,,0
case,22-Mar,202212,17-Dec,vax with updated booster,,,"1,890","4,512,018",,41.88813077,,,,,,,,,0
case,22-Mar,202212,18-29,vaccinated,"7,959","16,128,823","5,408","8,336,651.45",49.34644022,64.87017038,1.314586627,,,,,,,,1
case,22-Mar,202212,18-29,vax with updated booster,,,"5,408","8,336,651.45",,64.87017038,,,,,,,,,1
case,22-Mar,202212,30-49,vaccinated,"12,104","29,618,602","6,085","9,446,581.10",40.86620969,64.41483893,1.576237175,,,,,,,,1
case,22-Mar,202212,30-49,vax with updated booster,,,"6,085","9,446,581.10",,64.41483893,,,,,,,,,1
case,22-Mar,202212,11-May,vaccinated,"1,778","3,659,086","2,807","9,871,397",48.59136954,28.43569152,0.585200454,,,,,,,,0
case,22-Mar,202212,11-May,vax with updated booster,,,,,,,,,,,,,,,0
case,22-Mar,202212,50-64,vaccinated,"7,757","23,925,321","3,329","4,549,131.30",32.42171756,73.17880669,2.257092227,,,,,,,,1
case,22-Mar,202212,50-64,vax with updated booster,,,"3,329","4,549,131.30",,73.17880669,,,,,,,,,1
case,22-Mar,202212,65-79,vaccinated,"4,990","17,389,049.70","1,878","1,444,707.45",28.69622024,129.9917156,4.529924656,,,,,,,,1
case,22-Mar,202212,65-79,vax with updated booster,,,"1,878","1,444,707.45",,129.9917156,,,,,,,,,1
case,22-Mar,202212,80+,vaccinated,"1,699","5,008,171",626,"682,531.10",33.92456048,91.71743236,2.703570247,,,,,,,,1
case,22-Mar,202212,80+,vax with updated booster,,,626,"682,531.10",,91.71743236,,,,,,,,,1
case,22-Mar,202212,all_ages,vaccinated,"34,509","92,069,966.70","17,326","24,459,602.40",,,,39.15244596,75.72963947,1.934224992,38.73891,90.90319,2.34656,,1
case,22-Mar,202212,all_ages,vax with updated booster,,,"17,326","24,459,602.40",,,,,75.72963947,,,90.90319,,,1
case,22-Mar,202213,17-Dec,vaccinated,"2,336","6,996,955","1,835","4,488,709",33.38595146,40.88035112,1.224477642,,,,,,,,0
case,22-Mar,202213,17-Dec,vax with updated booster,,,"1,835","4,488,709",,40.88035112,,,,,,,,,0
case,22-Mar,202213,18-29,vaccinated,"9,219","16,164,480","6,287","8,305,152.45",57.03245635,75.69999513,1.327314304,,,,,,,,1
case,22-Mar,202213,18-29,vax with updated booster,,,"6,287","8,305,152.45",,75.69999513,,,,,,,,,1
case,22-Mar,202213,30-49,vaccinated,"14,908","29,658,546","6,979","9,412,061.10",50.26544457,74.14953989,1.475159337,,,,,,,,1
case,22-Mar,202213,30-49,vax with updated booster,,,"6,979","9,412,061.10",,74.14953989,,,,,,,,,1
case,22-Mar,202213,11-May,vaccinated,"1,991","3,711,619","2,610","9,836,453",53.6423593,26.53395487,0.49464556,,,,,,,,0
case,22-Mar,202213,11-May,vax with updated booster,,,,,,,,,,,,,,,0
case,22-Mar,202213,50-64,vaccinated,"9,553","23,941,354","3,625","4,537,981.30",39.90166972,79.88133402,2.001954669,,,,,,,,1
case,22-Mar,202213,50-64,vax with updated booster,,,"3,625","4,537,981.30",,79.88133402,,,,,,,,,1
case,22-Mar,202213,65-79,vaccinated,"5,865","17,395,100.70","1,916","1,441,891.45",33.71639004,132.8810154,3.941140059,,,,,,,,1
case,22-Mar,202213,65-79,vax with updated booster,,,"1,916","1,441,891.45",,132.8810154,,,,,,,,,1
case,22-Mar,202213,80+,vaccinated,"1,800","5,009,860",731,"681,178.10",35.92914772,107.3140784,2.986825048,,,,,,,,1
case,22-Mar,202213,80+,vax with updated booster,,,731,"681,178.10",,107.3140784,,,,,,,,,1
case,22-Mar,202213,all_ages,vaccinated,"41,345","92,169,340.70","19,538","24,378,264.40",,,,46.91318213,84.49340572,1.801058932,38.73891,90.90319,2.34656,,1
case,22-Mar,202213,all_ages,vax with updated booster,,,"19,538","24,378,264.40",,,,,84.49340572,,,90.90319,,,1
case,22-Apr,202214,17-Dec,vaccinated,"3,051","7,016,361","2,155","4,468,699",43.48407957,48.22432659,1.109011093,,,,,,,,0
case,22-Apr,202214,17-Dec,vax with updated booster,,,"2,155","4,468,699",,48.22432659,,,,,,,,,0
case,22-Apr,202214,18-29,vaccinated,"12,001","16,193,504","7,967","8,275,749.45",74.10996409,96.26922671,1.299005173,,,,,,,,1
case,22-Apr,202214,18-29,vax with updated booster,,,"7,967","8,275,749.45",,96.26922671,,,,,,,,,1
case,22-Apr,202214,30-49,vaccinated,"19,986","29,691,032","8,703","9,381,196.10",67.31325472,92.77068625,1.378193442,,,,,,,,1
case,22-Apr,202214,30-49,vax with updated booster,,,"8,703","9,381,196.10",,92.77068625,,,,,,,,,1
case,22-Apr,202214,11-May,vaccinated,"2,586","3,757,349","3,050","9,791,713",68.82512112,31.14878878,0.452578772,,,,,,,,0
case,22-Apr,202214,11-May,vax with updated booster,,,,,,,,,,,,,,,0
case,22-Apr,202214,50-64,vaccinated,"13,232","23,955,111","4,687","4,523,875.30",55.23664658,103.605862,1.875672555,,,,,,,,1
case,22-Apr,202214,50-64,vax with updated booster,,,"4,687","4,523,875.30",,103.605862,,,,,,,,,1
case,22-Apr,202214,65-79,vaccinated,"8,110","17,400,986.70","2,388","1,434,270.45",46.60655249,166.4957958,3.572368839,,,,,,,,1
case,22-Apr,202214,65-79,vax with updated booster,,,"2,388","1,434,270.45",,166.4957958,,,,,,,,,1
case,22-Apr,202214,80+,vaccinated,"2,634","5,011,661",833,"677,379.10",52.55742557,122.9739742,2.339802091,,,,,,,,1
case,22-Apr,202214,80+,vax with updated booster,,,833,"677,379.10",,122.9739742,,,,,,,,,1
case,22-Apr,202214,all_ages,vaccinated,"55,963","92,252,294.70","24,578","24,292,470.40",,,,63.08138791,106.3121144,1.685316667,89.02147,149.66174,1.68119,,1
case,22-Apr,202214,all_ages,vax with updated booster,,,"24,578","24,292,470.40",,,,,106.3121144,,,149.66174,,,1
case,22-Apr,202215,17-Dec,vaccinated,"3,528","7,032,143","2,312","4,454,805",50.16962823,51.8990169,1.034470829,,,,,,,,0
case,22-Apr,202215,17-Dec,vax with updated booster,,,"2,312","4,454,805",,51.8990169,,,,,,,,,0
case,22-Apr,202215,18-29,vaccinated,"15,103","16,218,791","9,591","8,246,650.45",93.12038117,116.3017647,1.248939955,,,,,,,,1
case,22-Apr,202215,18-29,vax with updated booster,,,"9,591","8,246,650.45",,116.3017647,,,,,,,,,1
case,22-Apr,202215,30-49,vaccinated,"25,780","29,718,920","10,945","9,350,740.10",86.74608633,117.0495585,1.349335323,,,,,,,,1
case,22-Apr,202215,30-49,vax with updated booster,,,"10,945","9,350,740.10",,117.0495585,,,,,,,,,1
case,22-Apr,202215,11-May,vaccinated,"3,127","3,794,194","3,543","9,767,671",82.41539573,36.27272049,0.440120686,,,,,,,,0
case,22-Apr,202215,11-May,vax with updated booster,,,,,,,,,,,,,,,0
case,22-Apr,202215,50-64,vaccinated,"17,962","23,971,822","6,010","4,509,431.30",74.92964031,133.2762293,1.778685027,,,,,,,,1
case,22-Apr,202215,50-64,vax with updated booster,,,"6,010","4,509,431.30",,133.2762293,,,,,,,,,1
case,22-Apr,202215,65-79,vaccinated,"11,086","17,411,323.70","3,126","1,425,953.45",63.67120726,219.2217425,3.443027891,,,,,,,,1
case,22-Apr,202215,65-79,vax with updated booster,,,"3,126","1,425,953.45",,219.2217425,,,,,,,,,1
case,22-Apr,202215,80+,vaccinated,"3,847","5,015,496","1,121","672,810.10",76.70228428,166.6146213,2.172225023,,,,,,,,1
case,22-Apr,202215,80+,vax with updated booster,,,"1,121","672,810.10",,166.6146213,,,,,,,,,1
case,22-Apr,202215,all_ages,vaccinated,"73,778","92,336,352.70","30,793","24,205,585.40",,,,82.39054797,135.199545,1.640959411,89.02147,149.66174,1.68119,,1
case,22-Apr,202215,all_ages,vax with updated booster,,,"30,793","24,205,585.40",,,,,135.199545,,,149.66174,,,1
case,22-Apr,202216,17-Dec,vaccinated,"3,150","7,044,574","2,214","4,441,354",44.71526596,49.84966296,1.114824253,,,,,,,,0
case,22-Apr,202216,17-Dec,vax with updated booster,,,"2,214","4,441,354",,49.84966296,,,,,,,,,0
case,22-Apr,202216,18-29,vaccinated,"16,414","16,240,821","10,819","8,219,361.45",101.0663192,131.6282301,1.302394616,,,,,,,,1
case,22-Apr,202216,18-29,vax with updated booster,,,"10,819","8,219,361.45",,131.6282301,,,,,,,,,1
case,22-Apr,202216,30-49,vaccinated,"28,849","29,742,812","12,802","9,322,511.10",96.99486383,137.3235158,1.415781314,,,,,,,,1
case,22-Apr,202216,30-49,vax with updated booster,,,"12,802","9,322,511.10",,137.3235158,,,,,,,,,1
case,22-Apr,202216,11-May,vaccinated,"3,011","3,822,808","3,726","9,747,202",78.76409174,38.2263546,0.485327181,,,,,,,,0
case,22-Apr,202216,11-May,vax with updated booster,,,,,,,,,,,,,,,0
case,22-Apr,202216,50-64,vaccinated,"20,305","23,998,873","6,977","4,495,648.30",84.60813972,155.1945244,1.83427416,,,,,,,,1
case,22-Apr,202216,50-64,vax with updated booster,,,"6,977","4,495,648.30",,155.1945244,,,,,,,,,1
case,22-Apr,202216,65-79,vaccinated,"13,588","17,454,893.70","3,803","1,419,083.45",77.84636351,267.9898776,3.442548444,,,,,,,,1
case,22-Apr,202216,65-79,vax with updated booster,,,"3,803","1,419,083.45",,267.9898776,,,,,,,,,1
case,22-Apr,202216,80+,vaccinated,"5,117","5,029,207","1,437","668,563.10",101.7456629,214.938575,2.112508473,,,,,,,,1
case,22-Apr,202216,80+,vax with updated booster,,,"1,437","668,563.10",,214.938575,,,,,,,,,1
case,22-Apr,202216,all_ages,vaccinated,"84,273","92,466,606.70","35,838","24,125,167.40",,,,93.18413995,159.5699999,1.712415868,89.02147,149.66174,1.68119,,1
case,22-Apr,202216,all_ages,vax with updated booster,,,"35,838","24,125,167.40",,,,,159.5699999,,,149.66174,,,1
case,22-Apr,202217,17-Dec,vaccinated,"4,801","7,055,642","3,569","4,429,390",68.04483561,80.57542912,1.184152014,,,,,,,,0
case,22-Apr,202217,17-Dec,vax with updated booster,,,"3,569","4,429,390",,80.57542912,,,,,,,,,0
case,22-Apr,202217,18-29,vaccinated,"20,080","16,261,027","12,777","8,194,193.45",123.4854355,155.9274879,1.262719667,,,,,,,,1
case,22-Apr,202217,18-29,vax with updated booster,,,"12,777","8,194,193.45",,155.9274879,,,,,,,,,1
case,22-Apr,202217,30-49,vaccinated,"37,183","29,764,912","16,331","9,296,741.10",124.9222575,175.6637065,1.406184215,,,,,,,,1
case,22-Apr,202217,30-49,vax with updated booster,,,"16,331","9,296,741.10",,175.6637065,,,,,,,,,1
case,22-Apr,202217,11-May,vaccinated,"4,569","3,847,100","5,856","9,729,159",118.7647839,60.19019732,0.506801725,,,,,,,,0
case,22-Apr,202217,11-May,vax with updated booster,,,,,,,,,,,,,,,0
case,22-Apr,202217,50-64,vaccinated,"25,884","24,025,070","8,578","4,483,194.30",107.7374592,191.3367886,1.775954157,,,,,,,,1
case,22-Apr,202217,50-64,vax with updated booster,,,"8,578","4,483,194.30",,191.3367886,,,,,,,,,1
case,22-Apr,202217,65-79,vaccinated,"16,522","17,499,616.70","4,577","1,413,139.45",94.4134965,323.8887712,3.43053465,,,,,,,,1
case,22-Apr,202217,65-79,vax with updated booster,,,"4,577","1,413,139.45",,323.8887712,,,,,,,,,1
case,22-Apr,202217,80+,vaccinated,"6,314","5,044,237","1,903","664,449.10",125.1725484,286.4026755,2.288062992,,,,,,,,1
case,22-Apr,202217,80+,vax with updated booster,,,"1,903","664,449.10",,286.4026755,,,,,,,,,1
case,22-Apr,202217,all_ages,vaccinated,"105,983","92,594,862.70","44,166","24,051,717.40",,,,117.3276788,198.1258902,1.688654307,89.02147,149.66174,1.68119,,1
case,22-Apr,202217,all_ages,vax with updated booster,,,"44,166","24,051,717.40",,,,,198.1258902,,,149.66174,,,1
case,22-May,202218,17-Dec,vaccinated,"7,133","7,065,976","5,300","4,418,371",100.9485455,119.9537114,1.188265872,,,,,,,,0
case,22-May,202218,17-Dec,vax with updated booster,,,"5,300","4,418,371",,119.9537114,,,,,,,,,0
case,22-May,202218,18-29,vaccinated,"24,674","16,279,496","15,920","8,170,012.45",151.5648887,194.8589442,1.285646998,,,,,,,,1
case,22-May,202218,18-29,vax with updated booster,,,"15,920","8,170,012.45",,194.8589442,,,,,,,,,1
case,22-May,202218,30-49,vaccinated,"48,239","29,784,383","21,174","9,271,296.10",161.9607161,228.3823078,1.410109274,,,,,,,,1
case,22-May,202218,30-49,vax with updated booster,,,"21,174","9,271,296.10",,228.3823078,,,,,,,,,1
case,22-May,202218,11-May,vaccinated,"6,507","3,867,974","8,556","9,711,345",168.2276044,88.10314122,0.523713938,,,,,,,,0
case,22-May,202218,11-May,vax with updated booster,,,,,,,,,,,,,,,0
case,22-May,202218,50-64,vaccinated,"33,037","24,048,549","11,174","4,471,311.30",137.3762716,249.9043178,1.819122872,,,,,,,,1
case,22-May,202218,50-64,vax with updated booster,,,"11,174","4,471,311.30",,249.9043178,,,,,,,,,1
case,22-May,202218,65-79,vaccinated,"20,656","17,535,188.70","5,803","1,407,960.45",117.7974207,412.1564636,3.498858135,,,,,,,,1
case,22-May,202218,65-79,vax with updated booster,,,"5,803","1,407,960.45",,412.1564636,,,,,,,,,1
case,22-May,202218,80+,vaccinated,"7,306","5,057,748","2,237","660,490.10",144.4516413,338.6878925,2.344645512,,,,,,,,1
case,22-May,202218,80+,vax with updated booster,,,"2,237","660,490.10",,338.6878925,,,,,,,,,1
case,22-May,202218,all_ages,vaccinated,"133,912","92,705,364.70","56,308","23,981,070.40",,,,148.4288849,253.4877794,1.707806265,171.95994,314.10930,1.82664,,1
case,22-May,202218,all_ages,vax with updated booster,,,"56,308","23,981,070.40",,,,,253.4877794,,,314.10930,,,1
case,22-May,202219,17-Dec,vaccinated,"9,283","7,078,657","7,138","4,407,324",131.1406952,161.9576868,1.234991827,,,,,,,,0
case,22-May,202219,17-Dec,vax with updated booster,,,"7,138","4,407,324",,161.9576868,,,,,,,,,0
case,22-May,202219,18-29,vaccinated,"27,666","16,298,088","18,573","8,145,727.45",169.7499731,228.0091019,1.343205526,,,,,,,,1
case,22-May,202219,18-29,vax with updated booster,,,"18,573","8,145,727.45",,228.0091019,,,,,,,,,1
case,22-May,202219,30-49,vaccinated,"57,886","29,803,476","25,931","9,247,399.95",194.2256668,280.4139557,1.443753343,,,,,,,,1
case,22-May,202219,30-49,vax with updated booster,,,"25,931","9,247,399.95",,280.4139557,,,,,,,,,1
case,22-May,202219,11-May,vaccinated,"8,401","3,887,004","11,210","9,694,690",216.1304696,115.630309,0.535002349,,,,,,,,0
case,22-May,202219,11-May,vax with updated booster,,,,,,,,,,,,,,,0
case,22-May,202219,50-64,vaccinated,"40,397","24,070,431","13,632","4,459,737.30",167.8283201,305.6682285,1.82131495,,,,,,,,1
case,22-May,202219,50-64,vax with updated booster,,,"13,632","4,459,737.30",,305.6682285,,,,,,,,,1
case,22-May,202219,65-79,vaccinated,"24,638","17,565,118.70","7,021","1,403,208.45",140.2666297,500.3533153,3.567158607,,,,,,,,1
case,22-May,202219,65-79,vax with updated booster,,,"7,021","1,403,208.45",,500.3533153,,,,,,,,,1
case,22-May,202219,80+,vaccinated,"8,709","5,069,675","2,608","656,933.10",171.7861599,396.9962847,2.310991089,,,,,,,,1
case,22-May,202219,80+,vax with updated booster,,,"2,608","656,933.10",,396.9962847,,,,,,,,,1
case,22-May,202219,all_ages,vaccinated,"159,296","92,806,788.70","67,765","23,913,006.25",,,,175.8405779,307.0146972,1.745983213,171.95994,314.10930,1.82664,,1
case,22-May,202219,all_ages,vax with updated booster,,,"67,765","23,913,006.25",,,,,307.0146972,,,314.10930,,,1
case,22-May,202220,17-Dec,vaccinated,"9,697","7,088,993","7,607","4,394,196",136.7895271,173.1147177,1.265555349,,,,,,,,0
case,22-May,202220,17-Dec,vax with updated booster,,,"7,607","4,394,196",,173.1147177,,,,,,,,,0
case,22-May,202220,18-29,vaccinated,"29,474","16,316,503","19,977","8,120,275.45",180.639197,246.0138221,1.361907195,,,,,,,,1
case,22-May,202220,18-29,vax with updated booster,,,"19,977","8,120,275.45",,246.0138221,,,,,,,,,1
case,22-May,202220,30-49,vaccinated,"59,742","29,822,547","29,123","9,223,227.95",200.3249421,315.7571314,1.576224749,,,,,,,,1
case,22-May,202220,30-49,vax with updated booster,,,"29,123","9,223,227.95",,315.7571314,,,,,,,,,1
case,22-May,202220,11-May,vaccinated,"7,323","3,905,550","10,650","9,675,146",187.5024004,110.0758583,0.587063728,,,,,,,,0
case,22-May,202220,11-May,vax with updated booster,,,,,,,,,,,,,,,0
case,22-May,202220,50-64,vaccinated,"42,975","24,091,612","15,669","4,447,498.30",178.3815877,352.3104213,1.975038039,,,,,,,,1
case,22-May,202220,50-64,vax with updated booster,,,"15,669","4,447,498.30",,352.3104213,,,,,,,,,1
case,22-May,202220,65-79,vaccinated,"26,182","17,592,256.70","7,875","1,398,359.95",148.8268415,563.1597215,3.783992966,,,,,,,,1
case,22-May,202220,65-79,vax with updated booster,,,"7,875","1,398,359.95",,563.1597215,,,,,,,,,1
case,22-May,202220,80+,vaccinated,"8,943","5,080,257.80","2,872","653,351.10",176.0343737,439.5798829,2.49712527,,,,,,,,1
case,22-May,202220,80+,vax with updated booster,,,"2,872","653,351.10",,439.5798829,,,,,,,,,1
case,22-May,202220,all_ages,vaccinated,"167,316","92,903,176.50","75,516","23,842,712.75",,,,184.0984188,344.6674456,1.872191233,171.95994,314.10930,1.82664,,1
case,22-May,202220,all_ages,vax with updated booster,,,"75,516","23,842,712.75",,,,,344.6674456,,,314.10930,,,1
case,22-May,202221,17-Dec,vaccinated,"9,027","7,098,612","6,616","4,381,105",127.1657051,151.0121305,1.187522457,,,,,,,,0
case,22-May,202221,17-Dec,vax with updated booster,,,"6,616","4,381,105",,151.0121305,,,,,,,,,0
case,22-May,202221,18-29,vaccinated,"29,042","16,333,767","20,384","8,095,237.45",177.8034424,251.802373,1.416183903,,,,,,,,1
case,22-May,202221,18-29,vax with updated booster,,,"20,384","8,095,237.45",,251.802373,,,,,,,,,1
case,22-May,202221,30-49,vaccinated,"57,816","29,840,286","29,054","9,198,560.95",193.7514942,315.8537532,1.630200348,,,,,,,,1
case,22-May,202221,30-49,vax with updated booster,,,"29,054","9,198,560.95",,315.8537532,,,,,,,,,1
case,22-May,202221,11-May,vaccinated,"6,323","3,921,883","8,990","9,652,500",161.2235755,93.13649314,0.577685322,,,,,,,,0
case,22-May,202221,11-May,vax with updated booster,,,,,,,,,,,,,,,0
case,22-May,202221,50-64,vaccinated,"41,561","24,112,042","16,178","4,434,427.30",172.3661563,364.8272687,2.116582956,,,,,,,,1
case,22-May,202221,50-64,vax with updated booster,,,"16,178","4,434,427.30",,364.8272687,,,,,,,,,1
case,22-May,202221,65-79,vaccinated,"26,284","17,617,352.70","8,139","1,393,690.95",149.1938116,583.9888678,3.914296856,,,,,,,,1
case,22-May,202221,65-79,vax with updated booster,,,"8,139","1,393,690.95",,583.9888678,,,,,,,,,1
case,22-May,202221,80+,vaccinated,"8,746","5,088,226.80","2,954","649,830.10",171.8869921,454.5803588,2.644646655,,,,,,,,1
case,22-May,202221,80+,vax with updated booster,,,"2,954","649,830.10",,454.5803588,,,,,,,,,1
case,22-May,202221,all_ages,vaccinated,"163,449","92,991,674.50","76,709","23,771,746.75",,,,179.4230006,351.7696315,1.960560409,171.95994,314.10930,1.82664,,1
case,22-May,202221,all_ages,vax with updated booster,,,"76,709","23,771,746.75",,,,,351.7696315,,,314.10930,,,1
case,22-Jun,202222,17-Dec,vaccinated,"6,472","7,108,382","5,041","4,368,633",91.0474423,115.390787,1.267369891,,,,,,,,0
case,22-Jun,202222,17-Dec,vax with updated booster,,,"5,041","4,368,633",,115.390787,,,,,,,,,0
case,22-Jun,202222,18-29,vaccinated,"27,927","16,350,967","20,881","8,074,387.45",170.7972379,258.6078527,1.514121984,,,,,,,,1
case,22-Jun,202222,18-29,vax with updated booster,,,"20,881","8,074,387.45",,258.6078527,,,,,,,,,1
case,22-Jun,202222,30-49,vaccinated,"53,612","29,858,117","29,497","9,178,548.95",179.5558642,321.3688804,1.789798857,,,,,,,,1
case,22-Jun,202222,30-49,vax with updated booster,,,"29,497","9,178,548.95",,321.3688804,,,,,,,,,1
case,22-Jun,202222,11-May,vaccinated,"4,608","3,938,662","6,791","9,631,417",116.9940452,70.50883582,0.602670296,,,,,,,,0
case,22-Jun,202222,11-May,vax with updated booster,,,,,,,,,,,,,,,0
case,22-Jun,202222,50-64,vaccinated,"39,623","24,133,794","16,203","4,424,328.30",164.1805677,366.2250833,2.230623809,,,,,,,,1
case,22-Jun,202222,50-64,vax with updated booster,,,"16,203","4,424,328.30",,366.2250833,,,,,,,,,1
case,22-Jun,202222,65-79,vaccinated,"25,775","17,640,900.30","8,776","1,390,525.95",146.109323,631.1280994,4.319560767,,,,,,,,1
case,22-Jun,202222,65-79,vax with updated booster,,,"8,776","1,390,525.95",,631.1280994,,,,,,,,,1
