outcome,month,mmwr_week,age_group,vaccination_status,vaccinated_with_outcome,vaccinated_population,unvaccinated_with_outcome,unvaccinated_population,crude_vax_ir,crude_unvax_ir,crude_irr,age_adj_vax_ir,age_adj_unvax_ir,age_adj_irr,monthly_age_adj_vax_ir,monthly_age_adj_unvax_ir,monthly_age_adj_irr,monthly_age_adj_mb_irr,continuity_correction
case,22-Jun,202222,80+,vaccinated,"8,879","5,096,122.80","2,950","647,529.10",174.2304954,455.577981,2.614800469,,,,,,,,1
case,22-Jun,202222,80+,vax with updated booster,,,"2,950","647,529.10",,455.577981,,,,,,,,,1
case,22-Jun,202222,all_ages,vaccinated,"155,816","93,079,901.10","78,307","23,715,319.75",,,,170.1284824,361.7453265,2.126306667,170.21979,404.19350,2.37454,,1
case,22-Jun,202222,all_ages,vax with updated booster,,,"78,307","23,715,319.75",,,,,361.7453265,,,404.19350,,,1
case,22-Jun,202223,17-Dec,vaccinated,"5,489","7,119,115","4,406","4,355,505",77.10228027,101.1593374,1.31201486,,,,,,,,0
case,22-Jun,202223,17-Dec,vax with updated booster,,,"4,406","4,355,505",,101.1593374,,,,,,,,,0
case,22-Jun,202223,18-29,vaccinated,"25,890","16,367,561","21,734","8,050,555.45",158.1787293,269.9689498,1.706733586,,,,,,,,1
case,22-Jun,202223,18-29,vax with updated booster,,,"21,734","8,050,555.45",,269.9689498,,,,,,,,,1
case,22-Jun,202223,30-49,vaccinated,"50,483","29,875,568","30,086","9,155,981.95",168.9775404,328.59392,1.944601153,,,,,,,,1
case,22-Jun,202223,30-49,vax with updated booster,,,"30,086","9,155,981.95",,328.59392,,,,,,,,,1
case,22-Jun,202223,11-May,vaccinated,"3,996","3,958,195","6,278","9,609,521",100.9551071,65.33103991,0.647129618,,,,,,,,0
case,22-Jun,202223,11-May,vax with updated booster,,,,,,,,,,,,,,,0
case,22-Jun,202223,50-64,vaccinated,"38,155","24,155,888","16,669","4,413,030.30",157.9532079,377.7223102,2.391355739,,,,,,,,1
case,22-Jun,202223,50-64,vax with updated booster,,,"16,669","4,413,030.30",,377.7223102,,,,,,,,,1
case,22-Jun,202223,65-79,vaccinated,"25,371","17,664,339.30","8,957","1,387,055.95",143.6283552,645.7562148,4.49602179,,,,,,,,1
case,22-Jun,202223,65-79,vax with updated booster,,,"8,957","1,387,055.95",,645.7562148,,,,,,,,,1
case,22-Jun,202223,80+,vaccinated,"8,521","5,104,252.80","3,069","645,003.10",166.9392237,475.8116666,2.850208933,,,,,,,,1
case,22-Jun,202223,80+,vax with updated booster,,,"3,069","645,003.10",,475.8116666,,,,,,,,,1
case,22-Jun,202223,all_ages,vaccinated,"148,420","93,167,609.10","80,515","23,651,626.75",,,,161.1516395,372.2382251,2.309863097,170.21979,404.19350,2.37454,,1
case,22-Jun,202223,all_ages,vax with updated booster,,,"80,515","23,651,626.75",,,,,372.2382251,,,404.19350,,,1
case,22-Jun,202224,17-Dec,vaccinated,"5,004","7,128,650","4,468","4,343,676",70.19561909,102.862184,1.465364724,,,,,,,,0
case,22-Jun,202224,17-Dec,vax with updated booster,,,"4,468","4,343,676",,102.862184,,,,,,,,,0
case,22-Jun,202224,18-29,vaccinated,"24,977","16,382,139","22,178","8,027,657.45",152.4648277,276.2698849,1.812023724,,,,,,,,1
case,22-Jun,202224,18-29,vax with updated booster,,,"22,178","8,027,657.45",,276.2698849,,,,,,,,,1
case,22-Jun,202224,30-49,vaccinated,"49,445","29,890,673","30,360","9,134,470.95",165.4194939,332.3673606,2.009239375,,,,,,,,1
case,22-Jun,202224,30-49,vax with updated booster,,,"30,360","9,134,470.95",,332.3673606,,,,,,,,,1
case,22-Jun,202224,11-May,vaccinated,"3,541","3,974,456","6,810","9,589,702",89.09395399,71.01367696,0.797065051,,,,,,,,0
case,22-Jun,202224,11-May,vax with updated booster,,,,,,,,,,,,,,,0
case,22-Jun,202224,50-64,vaccinated,"37,631","24,172,890","16,778","4,402,603.30",155.6743939,381.0927049,2.448011489,,,,,,,,1
case,22-Jun,202224,50-64,vax with updated booster,,,"16,778","4,402,603.30",,381.0927049,,,,,,,,,1
case,22-Jun,202224,65-79,vaccinated,"25,725","17,679,213.30","9,384","1,383,936.95",145.5098684,678.0655723,4.659928429,,,,,,,,1
case,22-Jun,202224,65-79,vax with updated booster,,,"9,384","1,383,936.95",,678.0655723,,,,,,,,,1
case,22-Jun,202224,80+,vaccinated,"8,836","5,109,318.80","3,078","642,845.55",172.9389053,478.8086345,2.768657716,,,,,,,,1
case,22-Jun,202224,80+,vax with updated booster,,,"3,078","642,845.55",,478.8086345,,,,,,,,,1
case,22-Jun,202224,all_ages,vaccinated,"146,614","93,234,234.10","81,778","23,591,514.20",,,,158.4981454,380.0172317,2.397613113,170.21979,404.19350,2.37454,,1
case,22-Jun,202224,all_ages,vax with updated booster,,,"81,778","23,591,514.20",,,,,380.0172317,,,404.19350,,,1
case,22-Jun,202225,17-Dec,vaccinated,"5,159","7,139,002","4,816","4,332,040",72.26500287,111.171642,1.538388398,,,,,,,,0
case,22-Jun,202225,17-Dec,vax with updated booster,,,"4,816","4,332,040",,111.171642,,,,,,,,,0
case,22-Jun,202225,18-29,vaccinated,"27,333","16,398,893","24,835","8,006,049.45",166.6758848,310.2029304,1.861114646,,,,,,,,1
case,22-Jun,202225,18-29,vax with updated booster,,,"24,835","8,006,049.45",,310.2029304,,,,,,,,,1
case,22-Jun,202225,30-49,vaccinated,"54,170","29,907,168","34,253","9,114,139.95",181.1271465,375.8226249,2.074910538,,,,,,,,1
case,22-Jun,202225,30-49,vax with updated booster,,,"34,253","9,114,139.95",,375.8226249,,,,,,,,,1
case,22-Jun,202225,11-May,vaccinated,"3,576","3,992,167","7,362","9,569,137",89.57541105,76.93483749,0.858883443,,,,,,,,0
case,22-Jun,202225,11-May,vax with updated booster,,,,,,,,,,,,,,,0
case,22-Jun,202225,50-64,vaccinated,"41,065","24,190,283","18,721","4,393,086.30",169.7582455,426.1468754,2.51031621,,,,,,,,1
case,22-Jun,202225,50-64,vax with updated booster,,,"18,721","4,393,086.30",,426.1468754,,,,,,,,,1
case,22-Jun,202225,65-79,vaccinated,"28,079","17,694,441.30","10,368","1,381,134.95",158.6882543,750.6869622,4.730576725,,,,,,,,1
case,22-Jun,202225,65-79,vax with updated booster,,,"10,368","1,381,134.95",,750.6869622,,,,,,,,,1
case,22-Jun,202225,80+,vaccinated,"9,617","5,114,487.80","3,504","640,956.55",188.0344695,546.6829226,2.907354828,,,,,,,,1
case,22-Jun,202225,80+,vax with updated booster,,,"3,504","640,956.55",,546.6829226,,,,,,,,,1
case,22-Jun,202225,all_ages,vaccinated,"160,264","93,305,273.10","91,681","23,535,367.20",,,,173.2103317,426.4939051,2.462289061,170.21979,404.19350,2.37454,,1
case,22-Jun,202225,all_ages,vax with updated booster,,,"91,681","23,535,367.20",,,,,426.4939051,,,404.19350,,,1
case,22-Jun,202226,17-Dec,vaccinated,"5,318","7,148,288","5,324","4,320,380",74.39543566,123.2299011,1.656417494,,,,,,,,0
case,22-Jun,202226,17-Dec,vax with updated booster,,,"5,324","4,320,380",,123.2299011,,,,,,,,,0
case,22-Jun,202226,18-29,vaccinated,"29,797","16,414,832","28,159","7,984,330.45",181.5248551,352.6782888,1.942865007,,,,,,,,1
case,22-Jun,202226,18-29,vax with updated booster,,,"28,159","7,984,330.45",,352.6782888,,,,,,,,,1
case,22-Jun,202226,30-49,vaccinated,"57,739","29,923,111","38,719","9,093,952.95",192.9578779,425.766443,2.206525318,,,,,,,,1
case,22-Jun,202226,30-49,vax with updated booster,,,"38,719","9,093,952.95",,425.766443,,,,,,,,,1
case,22-Jun,202226,11-May,vaccinated,"3,417","4,009,077","8,309","9,545,794",85.23158822,87.04357123,1.021259524,,,,,,,,0
case,22-Jun,202226,11-May,vax with updated booster,,,,,,,,,,,,,,,0
case,22-Jun,202226,50-64,vaccinated,"45,005","24,205,842","20,779","4,383,717.30",185.9261909,474.0041061,2.549420842,,,,,,,,1
case,22-Jun,202226,50-64,vax with updated booster,,,"20,779","4,383,717.30",,474.0041061,,,,,,,,,1
case,22-Jun,202226,65-79,vaccinated,"31,745","17,707,184.30","11,694","1,378,637.95",179.2775151,848.2284997,4.731371357,,,,,,,,1
case,22-Jun,202226,65-79,vax with updated booster,,,"11,694","1,378,637.95",,848.2284997,,,,,,,,,1
case,22-Jun,202226,80+,vaccinated,"10,696","5,118,830.80","3,928","639,367.55",208.9539666,614.3571096,2.940155287,,,,,,,,1
case,22-Jun,202226,80+,vax with updated booster,,,"3,928","639,367.55",,614.3571096,,,,,,,,,1
case,22-Jun,202226,all_ages,vaccinated,"174,982","93,369,800.10","103,279","23,480,006.20",,,,188.0746549,481.1672304,2.558384226,170.21979,404.19350,2.37454,,1
case,22-Jun,202226,all_ages,vax with updated booster,,,"103,279","23,480,006.20",,,,,481.1672304,,,404.19350,,,1
case,22-Jul,202227,17-Dec,vaccinated,"4,971","7,157,695","5,841","4,310,800",69.44973207,135.4968915,1.951006685,,,,,,,,0
case,22-Jul,202227,17-Dec,vax with updated booster,,,"5,841","4,310,800",,135.4968915,,,,,,,,,0
case,22-Jul,202227,18-29,vaccinated,"30,373","16,429,397","30,350","7,966,379.45",184.8698403,380.9760782,2.060780047,,,,,,,,1
case,22-Jul,202227,18-29,vax with updated booster,,,"30,350","7,966,379.45",,380.9760782,,,,,,,,,1
case,22-Jul,202227,30-49,vaccinated,"59,121","29,937,403","41,167","9,077,325.95",197.4820595,453.5146168,2.296485149,,,,,,,,1
case,22-Jul,202227,30-49,vax with updated booster,,,"41,167","9,077,325.95",,453.5146168,,,,,,,,,1
case,22-Jul,202227,11-May,vaccinated,"3,256","4,025,619","8,857","9,526,462",80.88197119,92.9726062,1.14948492,,,,,,,,0
case,22-Jul,202227,11-May,vax with updated booster,,,,,,,,,,,,,,,0
case,22-Jul,202227,50-64,vaccinated,"46,503","24,219,671","22,336","4,375,438.30",192.0050855,510.4860009,2.658710834,,,,,,,,1
case,22-Jul,202227,50-64,vax with updated booster,,,"22,336","4,375,438.30",,510.4860009,,,,,,,,,1
case,22-Jul,202227,65-79,vaccinated,"32,916","17,718,102.30","12,616","1,376,504.95",185.7761031,916.5241287,4.933487749,,,,,,,,1
case,22-Jul,202227,65-79,vax with updated booster,,,"12,616","1,376,504.95",,916.5241287,,,,,,,,,1
case,22-Jul,202227,80+,vaccinated,"11,265","5,122,642.80","4,184","638,220.55",219.9060219,655.5727483,2.981149595,,,,,,,,1
case,22-Jul,202227,80+,vax with updated booster,,,"4,184","638,220.55",,655.5727483,,,,,,,,,1
case,22-Jul,202227,all_ages,vaccinated,"180,178","93,427,216.10","110,653","23,433,869.20",,,,193.1948188,516.4857064,2.673393156,195.24852,558.70293,2.86150,,1
case,22-Jul,202227,all_ages,vax with updated booster,,,"110,653","23,433,869.20",,,,,516.4857064,,,558.70293,,,1
case,22-Jul,202228,17-Dec,vaccinated,"5,539","7,167,176","6,822","4,299,432",77.28287962,158.6721223,2.053134188,,,,,,,,0
case,22-Jul,202228,17-Dec,vax with updated booster,,,"6,822","4,299,432",,158.6721223,,,,,,,,,0
case,22-Jul,202228,18-29,vaccinated,"31,189","16,444,174","33,337","7,943,808.45",189.6659571,419.6601694,2.2126278,,,,,,,,1
case,22-Jul,202228,18-29,vax with updated booster,,,"33,337","7,943,808.45",,419.6601694,,,,,,,,,1
case,22-Jul,202228,30-49,vaccinated,"60,960","29,951,230","45,716","9,056,065.95",203.5308734,504.8108114,2.480266522,,,,,,,,1
case,22-Jul,202228,30-49,vax with updated booster,,,"45,716","9,056,065.95",,504.8108114,,,,,,,,,1
case,22-Jul,202228,11-May,vaccinated,"3,615","4,042,810","10,558","9,502,454",89.41800381,111.1081411,1.242570136,,,,,,,,0
case,22-Jul,202228,11-May,vax with updated booster,,,,,,,,,,,,,,,0
case,22-Jul,202228,50-64,vaccinated,"49,639","24,232,048","24,691","4,364,508.30",204.8485543,565.7223747,2.761661544,,,,,,,,1
case,22-Jul,202228,50-64,vax with updated booster,,,"24,691","4,364,508.30",,565.7223747,,,,,,,,,1
case,22-Jul,202228,65-79,vaccinated,"35,579","17,727,621.30","13,768","1,373,332.95",200.6981049,"1,002.52",4.995186935,,,,,,,,1
case,22-Jul,202228,65-79,vax with updated booster,,,"13,768","1,373,332.95",,"1,002.52",,,,,,,,,1
case,22-Jul,202228,80+,vaccinated,"12,333","5,125,967.80","4,600","636,607.55",240.5984681,722.580183,3.003261778,,,,,,,,1
case,22-Jul,202228,80+,vax with updated booster,,,"4,600","636,607.55",,722.580183,,,,,,,,,1
case,22-Jul,202228,all_ages,vaccinated,"189,700","93,481,041.10","122,112","23,374,323.20",,,,202.116239,570.912573,2.824674434,195.24852,558.70293,2.86150,,1
case,22-Jul,202228,all_ages,vax with updated booster,,,"122,112","23,374,323.20",,,,,570.912573,,,558.70293,,,1
case,22-Jul,202229,17-Dec,vaccinated,"5,572","7,174,775","7,208","4,287,232",77.66097195,168.1271272,2.164885695,,,,,,,,0
case,22-Jul,202229,17-Dec,vax with updated booster,,,"7,208","4,287,232",,168.1271272,,,,,,,,,0
case,22-Jul,202229,18-29,vaccinated,"30,255","16,457,108","33,730","7,920,686.45",183.8415352,425.846929,2.3163804,,,,,,,,1
case,22-Jul,202229,18-29,vax with updated booster,,,"33,730","7,920,686.45",,425.846929,,,,,,,,,1
case,22-Jul,202229,30-49,vaccinated,"60,532","29,963,581","47,063","9,033,203.95",202.0185772,521.0000821,2.57897115,,,,,,,,1
case,22-Jul,202229,30-49,vax with updated booster,,,"47,063","9,033,203.95",,521.0000821,,,,,,,,,1
case,22-Jul,202229,11-May,vaccinated,"3,768","4,056,863","11,563","9,473,739",92.87964617,122.053183,1.31410043,,,,,,,,0
case,22-Jul,202229,11-May,vax with updated booster,,,,,,,,,,,,,,,0
case,22-Jul,202229,50-64,vaccinated,"49,506","24,243,103","25,717","4,351,232.30",204.2065325,591.0279715,2.894265744,,,,,,,,1
case,22-Jul,202229,50-64,vax with updated booster,,,"25,717","4,351,232.30",,591.0279715,,,,,,,,,1
case,22-Jul,202229,65-79,vaccinated,"36,032","17,735,496.30","14,146","1,369,087.95",203.1631897,"1,033.24",5.085776643,,,,,,,,1
case,22-Jul,202229,65-79,vax with updated booster,,,"14,146","1,369,087.95",,"1,033.24",,,,,,,,,1
case,22-Jul,202229,80+,vaccinated,"12,630","5,128,471.80","4,960","634,693.55",246.2721936,781.479503,3.173234832,,,,,,,,1
case,22-Jul,202229,80+,vax with updated booster,,,"4,960","634,693.55",,781.479503,,,,,,,,,1
case,22-Jul,202229,all_ages,vaccinated,"188,955","93,527,760.10","125,616","23,308,904.20",,,,200.6708327,590.5256901,2.942757959,195.24852,558.70293,2.86150,,1
case,22-Jul,202229,all_ages,vax with updated booster,,,"125,616","23,308,904.20",,,,,590.5256901,,,558.70293,,,1
case,22-Jul,202230,17-Dec,vaccinated,"5,144","7,182,938","6,944","4,275,053",71.61415009,162.4307348,2.268137436,,,,,,,,0
case,22-Jul,202230,17-Dec,vax with updated booster,,,"6,944","4,275,053",,162.4307348,,,,,,,,,0
case,22-Jul,202230,18-29,vaccinated,"27,878","16,471,744","31,215","7,899,690.45",169.2474094,395.1420653,2.334700819,,,,,,,,1
case,22-Jul,202230,18-29,vax with updated booster,,,"31,215","7,899,690.45",,395.1420653,,,,,,,,,1
case,22-Jul,202230,30-49,vaccinated,"55,300","29,977,577","44,071","9,012,339.95",184.4712133,489.0072972,2.650859657,,,,,,,,1
case,22-Jul,202230,30-49,vax with updated booster,,,"44,071","9,012,339.95",,489.0072972,,,,,,,,,1
case,22-Jul,202230,11-May,vaccinated,"3,460","4,072,710","11,389","9,444,760",84.95571745,120.5853828,1.419391024,,,,,,,,0
case,22-Jul,202230,11-May,vax with updated booster,,,,,,,,,,,,,,,0
case,22-Jul,202230,50-64,vaccinated,"45,972","24,258,922","24,089","4,339,424.30",189.5055353,555.1197195,2.929306094,,,,,,,,1
case,22-Jul,202230,50-64,vax with updated booster,,,"24,089","4,339,424.30",,555.1197195,,,,,,,,,1
case,22-Jul,202230,65-79,vaccinated,"33,678","17,747,440.30","13,563","1,365,356.95",189.7625766,993.3666064,5.234786669,,,,,,,,1
case,22-Jul,202230,65-79,vax with updated booster,,,"13,563","1,365,356.95",,993.3666064,,,,,,,,,1
case,22-Jul,202230,80+,vaccinated,"11,927","5,132,148.80","4,749","632,840.55",232.3977824,750.4259959,3.229058334,,,,,,,,1
case,22-Jul,202230,80+,vax with updated booster,,,"4,749","632,840.55",,750.4259959,,,,,,,,,1
case,22-Jul,202230,all_ages,vaccinated,"174,755","93,587,832.10","117,687","23,249,652.20",,,,185.0204649,557.0738483,3.010876924,195.24852,558.70293,2.86150,,1
case,22-Jul,202230,all_ages,vax with updated booster,,,"117,687","23,249,652.20",,,,,557.0738483,,,558.70293,,,1
case,22-Aug,202231,0.5-4,vaccinated,32,"13,183","14,111","6,073,242",242.7368581,232.3470726,0.957197331,,,,,,,,0
case,22-Aug,202231,0.5-4,vax with updated booster,,,,,,,,,,,,,,,0
case,22-Aug,202231,17-Dec,vaccinated,"4,937","7,190,985","6,911","4,262,439",68.65540673,162.1372177,2.361608872,,,,,,,,0
case,22-Aug,202231,17-Dec,vax with updated booster,,,"6,911","4,262,439",,162.1372177,,,,,,,,,0
case,22-Aug,202231,18-29,vaccinated,"25,109","16,486,307","28,629","7,878,476.45",152.3021499,363.3824405,2.385931129,,,,,,,,1
case,22-Aug,202231,18-29,vax with updated booster,,,"28,629","7,878,476.45",,363.3824405,,,,,,,,,1
case,22-Aug,202231,30-49,vaccinated,"49,471","29,991,643","40,584","8,992,411.95",164.9492827,451.3138436,2.736076424,,,,,,,,1
case,22-Aug,202231,30-49,vax with updated booster,,,"40,584","8,992,411.95",,451.3138436,,,,,,,,,1
case,22-Aug,202231,11-May,vaccinated,"3,297","4,091,234","11,362","9,415,342",80.58693294,120.6753828,1.497455957,,,,,,,,0
case,22-Aug,202231,11-May,vax with updated booster,,,,,,,,,,,,,,,0
case,22-Aug,202231,50-64,vaccinated,"41,081","24,278,200","22,116","4,329,604.30",169.2094142,510.8088053,3.018796606,,,,,,,,1
case,22-Aug,202231,50-64,vax with updated booster,,,"22,116","4,329,604.30",,510.8088053,,,,,,,,,1
case,22-Aug,202231,65-79,vaccinated,"30,142","17,763,740.30","12,463","1,362,507.95",169.6827329,914.7102591,5.390709141,,,,,,,,1
case,22-Aug,202231,65-79,vax with updated booster,,,"12,463","1,362,507.95",,914.7102591,,,,,,,,,1
case,22-Aug,202231,80+,vaccinated,"10,891","5,136,684.80","4,297","631,509.55",212.0239108,680.4330988,3.209228129,,,,,,,,1
case,22-Aug,202231,80+,vax with updated booster,,,"4,297","631,509.55",,680.4330988,,,,,,,,,1
case,22-Aug,202231,all_ages,vaccinated,"156,694","93,656,575.10","108,089","23,194,510.20",,,,165.7898217,512.7382203,3.092700233,136.50178,419.62343,3.07412,,1
case,22-Aug,202231,all_ages,vax with updated booster,,,"108,089","23,194,510.20",,,,,512.7382203,,,419.62343,,,1
case,22-Aug,202232,0.5-4,vaccinated,67,"43,810","13,316","6,023,343",152.9331203,221.0732479,1.445555073,,,,,,,,0
case,22-Aug,202232,0.5-4,vax with updated booster,,,,,,,,,,,,,,,0
case,22-Aug,202232,17-Dec,vaccinated,"5,423","7,198,450","9,049","4,249,829",75.33566254,212.9262142,2.826366783,,,,,,,,0
case,22-Aug,202232,17-Dec,vax with updated booster,,,"9,049","4,249,829",,212.9262142,,,,,,,,,0
case,22-Aug,202232,18-29,vaccinated,"21,904","16,500,093","25,131","7,856,941.45",132.7507669,319.85729,2.409457191,,,,,,,,1
case,22-Aug,202232,18-29,vax with updated booster,,,"25,131","7,856,941.45",,319.85729,,,,,,,,,1
case,22-Aug,202232,30-49,vaccinated,"43,842","30,004,211","35,360","8,972,768.95",146.1194897,394.0812496,2.696979372,,,,,,,,1
case,22-Aug,202232,30-49,vax with updated booster,,,"35,360","8,972,768.95",,394.0812496,,,,,,,,,1
case,22-Aug,202232,11-May,vaccinated,"3,399","4,109,994","14,657","9,386,590",82.70085066,156.1482924,1.88810987,,,,,,,,0
case,22-Aug,202232,11-May,vax with updated booster,,,,,,,,,,,,,,,0
case,22-Aug,202232,50-64,vaccinated,"36,294","24,293,701","19,398","4,320,799.30",149.396751,448.9447126,3.00505004,,,,,,,,1
case,22-Aug,202232,50-64,vax with updated booster,,,"19,398","4,320,799.30",,448.9447126,,,,,,,,,1
case,22-Aug,202232,65-79,vaccinated,"27,209","17,777,237.30","11,008","1,360,261.95",153.0552782,809.2558937,5.287343915,,,,,,,,1
case,22-Aug,202232,65-79,vax with updated booster,,,"11,008","1,360,261.95",,809.2558937,,,,,,,,,1
case,22-Aug,202232,80+,vaccinated,"10,274","5,140,759.80","3,938","630,372.55",199.8537259,624.7099434,3.125835861,,,,,,,,1
case,22-Aug,202232,80+,vax with updated booster,,,"3,938","630,372.55",,624.7099434,,,,,,,,,1
case,22-Aug,202232,all_ages,vaccinated,"139,523","93,716,002.10","94,835","23,141,144.20",,,,147.1810306,451.5511122,3.067998031,136.50178,419.62343,3.07412,,1
case,22-Aug,202232,all_ages,vax with updated booster,,,"94,835","23,141,144.20",,,,,451.5511122,,,419.62343,,,1
case,22-Aug,202233,0.5-4,vaccinated,84,"67,333","12,234","5,977,635",124.7530928,204.6628809,1.640543543,,,,,,,,0
case,22-Aug,202233,0.5-4,vax with updated booster,,,,,,,,,,,,,,,0
case,22-Aug,202233,17-Dec,vaccinated,"6,669","7,206,600","13,056","4,239,163.65",92.54017151,307.9852791,3.328125225,,,,,,,,1
case,22-Aug,202233,17-Dec,vax with updated booster,,,"13,056","4,239,163.65",,307.9852791,,,,,,,,,1
case,22-Aug,202233,18-29,vaccinated,"18,913","16,514,430","22,111","7,836,096.45",114.5240859,282.1685535,2.463835893,,,,,,,,1
case,22-Aug,202233,18-29,vax with updated booster,,,"22,111","7,836,096.45",,282.1685535,,,,,,,,,1
case,22-Aug,202233,30-49,vaccinated,"38,874","30,016,620","32,099","8,954,157.95",129.5082524,358.481503,2.768020541,,,,,,,,1
case,22-Aug,202233,30-49,vax with updated booster,,,"32,099","8,954,157.95",,358.481503,,,,,,,,,1
case,22-Aug,202233,11-May,vaccinated,"3,691","4,129,174","19,090","9,361,542",89.38833772,203.919397,2.281275189,,,,,,,,0
case,22-Aug,202233,11-May,vax with updated booster,,,,,,,,,,,,,,,0
case,22-Aug,202233,50-64,vaccinated,"32,707","24,305,847","17,254","4,312,850.30",134.5643293,400.0602571,2.973003761,,,,,,,,1
case,22-Aug,202233,50-64,vax with updated booster,,,"17,254","4,312,850.30",,400.0602571,,,,,,,,,1
case,22-Aug,202233,65-79,vaccinated,"24,690","17,786,522.30","10,179","1,358,280.95",138.8129708,749.4031334,5.398653521,,,,,,,,1
case,22-Aug,202233,65-79,vax with updated booster,,,"10,179","1,358,280.95",,749.4031334,,,,,,,,,1
case,22-Aug,202233,80+,vaccinated,"9,485","5,143,683.80","3,642","629,299.55",184.4009152,578.7386945,3.138480598,,,,,,,,1
case,22-Aug,202233,80+,vax with updated booster,,,"3,642","629,299.55",,578.7386945,,,,,,,,,1
case,22-Aug,202233,all_ages,vaccinated,"124,669","93,767,103.10","85,285","23,090,685.20",,,,130.9296172,409.3108672,3.126190056,136.50178,419.62343,3.07412,,1
case,22-Aug,202233,all_ages,vax with updated booster,,,"85,285","23,090,685.20",,,,,409.3108672,,,419.62343,,,1
case,22-Aug,202234,0.5-4,vaccinated,99,"93,267","10,793","5,935,975",106.1468687,181.823542,1.71294306,,,,,,,,0
case,22-Aug,202234,0.5-4,vax with updated booster,,,,,,,,,,,,,,,0
case,22-Aug,202234,17-Dec,vaccinated,"7,461","7,214,662","15,199","4,229,835.65",103.414408,359.3283819,3.474645252,,,,,,,,1
case,22-Aug,202234,17-Dec,vax with updated booster,,,"15,199","4,229,835.65",,359.3283819,,,,,,,,,1
case,22-Aug,202234,18-29,vaccinated,"19,137","16,529,212","21,783","7,817,139.45",115.7768441,278.6569197,2.406845013,,,,,,,,1
case,22-Aug,202234,18-29,vax with updated booster,,,"21,783","7,817,139.45",,278.6569197,,,,,,,,,1
case,22-Aug,202234,30-49,vaccinated,"36,789","30,029,215","30,448","8,937,633.95",122.510695,340.6718173,2.78075165,,,,,,,,1
case,22-Aug,202234,30-49,vax with updated booster,,,"30,448","8,937,633.95",,340.6718173,,,,,,,,,1
case,22-Aug,202234,11-May,vaccinated,"3,553","4,149,506","17,389","9,340,009",85.62465026,186.1775508,2.174345241,,,,,,,,0
case,22-Aug,202234,11-May,vax with updated booster,,,,,,,,,,,,,,,0
case,22-Aug,202234,50-64,vaccinated,"30,953","24,316,438","16,322","4,305,971.30",127.2924924,379.0550114,2.977826925,,,,,,,,1
case,22-Aug,202234,50-64,vax with updated booster,,,"16,322","4,305,971.30",,379.0550114,,,,,,,,,1
case,22-Aug,202234,65-79,vaccinated,"23,527","17,793,812.30","9,419","1,356,552.95",132.2201201,694.3333837,5.251344372,,,,,,,,1
case,22-Aug,202234,65-79,vax with updated booster,,,"9,419","1,356,552.95",,694.3333837,,,,,,,,,1
case,22-Aug,202234,80+,vaccinated,"9,413","5,146,008.80","3,259","628,466.55",182.9184591,518.5637963,2.834945139,,,,,,,,1
case,22-Aug,202234,80+,vax with updated booster,,,"3,259","628,466.55",,518.5637963,,,,,,,,,1
case,22-Aug,202234,all_ages,vaccinated,"119,819","93,814,686.10","81,231","23,045,764.20",,,,125.9551524,387.3667443,3.075433889,136.50178,419.62343,3.07412,,1
case,22-Aug,202234,all_ages,vax with updated booster,,,"81,231","23,045,764.20",,,,,387.3667443,,,419.62343,,,1
case,22-Aug,202235,0.5-4,vaccinated,108,"113,248","8,737","5,898,097",95.36592258,148.1325248,1.553306682,,,,,,,,0
case,22-Aug,202235,0.5-4,vax with updated booster,,,,,,,,,,,,,,,0
case,22-Aug,202235,17-Dec,vaccinated,"6,538","7,222,154","12,153","4,221,918.65",90.52700898,287.8549069,3.179768228,,,,,,,,1
case,22-Aug,202235,17-Dec,vax with updated booster,,,"12,153","4,221,918.65",,287.8549069,,,,,,,,,1
case,22-Aug,202235,18-29,vaccinated,"17,741","16,543,369","19,247","7,799,623.45",107.2393416,246.7683232,2.301098826,,,,,,,,1
case,22-Aug,202235,18-29,vax with updated booster,,,"19,247","7,799,623.45",,246.7683232,,,,,,,,,1
case,22-Aug,202235,30-49,vaccinated,"32,097","30,040,576","25,651","8,922,302.95",106.8454879,287.4930401,2.690736368,,,,,,,,1
case,22-Aug,202235,30-49,vax with updated booster,,,"25,651","8,922,302.95",,287.4930401,,,,,,,,,1
case,22-Aug,202235,11-May,vaccinated,"2,748","4,168,722","11,857","9,321,691",65.91948324,127.1979515,1.929595702,,,,,,,,0
case,22-Aug,202235,11-May,vax with updated booster,,,,,,,,,,,,,,,0
case,22-Aug,202235,50-64,vaccinated,"27,416","24,325,324","14,000","4,299,956.30",112.7055903,325.5847042,2.888807054,,,,,,,,1
case,22-Aug,202235,50-64,vax with updated booster,,,"14,000","4,299,956.30",,325.5847042,,,,,,,,,1
case,22-Aug,202235,65-79,vaccinated,"21,882","17,799,707.30","8,359","1,355,184.95",122.9346058,616.816177,5.017433237,,,,,,,,1
case,22-Aug,202235,65-79,vax with updated booster,,,"8,359","1,355,184.95",,616.816177,,,,,,,,,1
case,22-Aug,202235,80+,vaccinated,"8,467","5,147,993.80","3,021","627,793.55",164.4718376,481.2091491,2.925784476,,,,,,,,1
case,22-Aug,202235,80+,vax with updated booster,,,"3,021","627,793.55",,481.2091491,,,,,,,,,1
