outcome,month,mmwr_week,age_group,vaccination_status,vaccinated_with_outcome,vaccinated_population,unvaccinated_with_outcome,unvaccinated_population,crude_vax_ir,crude_unvax_ir,crude_irr,age_adj_vax_ir,age_adj_unvax_ir,age_adj_irr,monthly_age_adj_vax_ir,monthly_age_adj_unvax_ir,monthly_age_adj_irr,monthly_age_adj_mb_irr,continuity_correction
death,22-Apr,202216,80+,vaccinated,135,"4,272,114",54,"618,009.10",3.160028033,8.737735415,2.765081614,,,,,,,,1
death,22-Apr,202216,80+,vax with updated booster,,,54,"618,009.10",,8.737735415,,,,,,,,,1
death,22-Apr,202216,all_ages,vaccinated,223,"79,514,086.70",121,"22,629,093",,,,0.222629778,0.912345957,4.098040996,0.19436,1.08356,5.57510,,1
death,22-Apr,202216,all_ages,vax with updated booster,,,121,"22,629,093",,,,,0.912345957,,,1.08356,,,1
death,22-Apr,202217,17-Dec,vaccinated,0,"6,148,332",0,"4,073,894",0,0,,,,,,,,,0
death,22-Apr,202217,17-Dec,vax with updated booster,,,0,"4,073,894",,0,,,,,,,,,0
death,22-Apr,202217,18-29,vaccinated,1,"13,844,259",1,"7,733,951.45",0.007223211,0.012930001,1.790062827,,,,,,,,1
death,22-Apr,202217,18-29,vax with updated booster,,,1,"7,733,951.45",,0.012930001,,,,,,,,,1
death,22-Apr,202217,30-49,vaccinated,10,"25,606,434",14,"8,797,633.10",0.039052685,0.159133711,4.074846859,,,,,,,,1
death,22-Apr,202217,30-49,vax with updated booster,,,14,"8,797,633.10",,0.159133711,,,,,,,,,1
death,22-Apr,202217,11-May,vaccinated,0,"3,298,163",1,"8,802,950",0,0.011359828,,,,,,,,,0
death,22-Apr,202217,11-May,vax with updated booster,,,,,,,,,,,,,,,0
death,22-Apr,202217,50-64,vaccinated,24,"20,703,069",21,"4,126,046.30",0.115924842,0.508961812,4.390446461,,,,,,,,1
death,22-Apr,202217,50-64,vax with updated booster,,,21,"4,126,046.30",,0.508961812,,,,,,,,,1
death,22-Apr,202217,65-79,vaccinated,66,"15,191,666.70",60,"1,291,238.05",0.43444871,4.646703216,10.69563129,,,,,,,,1
death,22-Apr,202217,65-79,vax with updated booster,,,60,"1,291,238.05",,4.646703216,,,,,,,,,1
death,22-Apr,202217,80+,vaccinated,153,"4,286,100",84,"614,392.10",3.569678729,13.6720508,3.830050779,,,,,,,,1
death,22-Apr,202217,80+,vax with updated booster,,,84,"614,392.10",,13.6720508,,,,,,,,,1
death,22-Apr,202217,all_ages,vaccinated,254,"79,631,528.70",180,"22,563,261",,,,0.255910835,1.367881577,5.345149121,0.19436,1.08356,5.57510,,1
death,22-Apr,202217,all_ages,vax with updated booster,,,180,"22,563,261",,,,,1.367881577,,,1.08356,,,1
death,22-May,202218,17-Dec,vaccinated,0,"6,157,505",2,"4,064,125",0,0.049211085,,,,,,,,,0
death,22-May,202218,17-Dec,vax with updated booster,,,2,"4,064,125",,0.049211085,,,,,,,,,0
death,22-May,202218,18-29,vaccinated,1,"13,860,527",2,"7,712,525.45",0.007214733,0.025931843,3.594290117,,,,,,,,1
death,22-May,202218,18-29,vax with updated booster,,,2,"7,712,525.45",,0.025931843,,,,,,,,,1
death,22-May,202218,30-49,vaccinated,5,"25,623,610",8,"8,775,013.10",0.019513254,0.091167955,4.67210425,,,,,,,,1
death,22-May,202218,30-49,vax with updated booster,,,8,"8,775,013.10",,0.091167955,,,,,,,,,1
death,22-May,202218,11-May,vaccinated,0,"3,316,264",0,"8,787,253",0,0,,,,,,,,,0
death,22-May,202218,11-May,vax with updated booster,,,,,,,,,,,,,,,0
death,22-May,202218,50-64,vaccinated,23,"20,724,846",29,"4,115,744.30",0.110977906,0.704611314,6.349113468,,,,,,,,1
death,22-May,202218,50-64,vax with updated booster,,,29,"4,115,744.30",,0.704611314,,,,,,,,,1
death,22-May,202218,65-79,vaccinated,98,"15,225,074.70",57,"1,286,059.05",0.643675003,4.432144854,6.885687396,,,,,,,,1
death,22-May,202218,65-79,vax with updated booster,,,57,"1,286,059.05",,4.432144854,,,,,,,,,1
death,22-May,202218,80+,vaccinated,171,"4,298,732",86,"610,916.10",3.977917209,14.07721944,3.538841736,,,,,,,,1
death,22-May,202218,80+,vax with updated booster,,,86,"610,916.10",,14.07721944,,,,,,,,,1
death,22-May,202218,all_ages,vaccinated,298,"79,732,789.70",182,"22,500,258",,,,0.291426778,1.373529925,4.713121882,0.37016,1.70779,4.61368,,1
death,22-May,202218,all_ages,vax with updated booster,,,182,"22,500,258",,,,,1.373529925,,,1.70779,,,1
death,22-May,202219,17-Dec,vaccinated,0,"6,169,131",0,"4,054,354",0,0,,,,,,,,,0
death,22-May,202219,17-Dec,vax with updated booster,,,0,"4,054,354",,0,,,,,,,,,0
death,22-May,202219,18-29,vaccinated,1,"13,876,802",4,"7,691,067.45",0.007206271,0.052008385,7.217100664,,,,,,,,1
death,22-May,202219,18-29,vax with updated booster,,,4,"7,691,067.45",,0.052008385,,,,,,,,,1
death,22-May,202219,30-49,vaccinated,8,"25,640,414",15,"8,753,725.95",0.031200744,0.171355604,5.492035794,,,,,,,,1
death,22-May,202219,30-49,vax with updated booster,,,15,"8,753,725.95",,0.171355604,,,,,,,,,1
death,22-May,202219,11-May,vaccinated,0,"3,332,783",0,"8,772,482",0,0,,,,,,,,,0
death,22-May,202219,11-May,vax with updated booster,,,,,,,,,,,,,,,0
death,22-May,202219,50-64,vaccinated,38,"20,745,080",31,"4,105,703.30",0.183175963,0.755047253,4.121977809,,,,,,,,1
death,22-May,202219,50-64,vax with updated booster,,,31,"4,105,703.30",,0.755047253,,,,,,,,,1
death,22-May,202219,65-79,vaccinated,121,"15,253,071.70",66,"1,281,307.05",0.793282838,5.150990155,6.49325803,,,,,,,,1
death,22-May,202219,65-79,vax with updated booster,,,66,"1,281,307.05",,5.150990155,,,,,,,,,1
death,22-May,202219,80+,vaccinated,219,"4,309,833",117,"607,841.10",5.081403386,19.24845161,3.78801881,,,,,,,,1
death,22-May,202219,80+,vax with updated booster,,,117,"607,841.10",,19.24845161,,,,,,,,,1
death,22-May,202219,all_ages,vaccinated,387,"79,825,200.70",233,"22,439,644.85",,,,0.379159024,1.744828089,4.601837171,0.37016,1.70779,4.61368,,1
death,22-May,202219,all_ages,vax with updated booster,,,233,"22,439,644.85",,,,,1.744828089,,,1.70779,,,1
death,22-May,202220,17-Dec,vaccinated,0,"6,178,302",0,"4,042,607",0,0,,,,,,,,,0
death,22-May,202220,17-Dec,vax with updated booster,,,0,"4,042,607",,0,,,,,,,,,0
death,22-May,202220,18-29,vaccinated,0,"13,892,914",2,"7,668,639.45",0,0.026080246,,,,,,,,,1
death,22-May,202220,18-29,vax with updated booster,,,2,"7,668,639.45",,0.026080246,,,,,,,,,1
death,22-May,202220,30-49,vaccinated,11,"25,657,162",8,"8,732,345.95",0.042873019,0.091613411,2.136854665,,,,,,,,1
death,22-May,202220,30-49,vax with updated booster,,,8,"8,732,345.95",,0.091613411,,,,,,,,,1
death,22-May,202220,11-May,vaccinated,0,"3,348,965",0,"8,755,154",0,0,,,,,,,,,0
death,22-May,202220,11-May,vax with updated booster,,,,,,,,,,,,,,,0
death,22-May,202220,50-64,vaccinated,36,"20,764,711",35,"4,095,191.30",0.173371062,0.854660929,4.929663108,,,,,,,,1
death,22-May,202220,50-64,vax with updated booster,,,35,"4,095,191.30",,0.854660929,,,,,,,,,1
death,22-May,202220,65-79,vaccinated,108,"15,278,319.70",72,"1,276,458.55",0.706884017,5.640606191,7.97953562,,,,,,,,1
death,22-May,202220,65-79,vax with updated booster,,,72,"1,276,458.55",,5.640606191,,,,,,,,,1
death,22-May,202220,80+,vaccinated,237,"4,319,641.80",108,"604,727.10",5.486566039,17.85929554,3.255095339,,,,,,,,1
death,22-May,202220,80+,vax with updated booster,,,108,"604,727.10",,17.85929554,,,,,,,,,1
death,22-May,202220,all_ages,vaccinated,392,"79,912,748.50",225,"22,377,362.35",,,,0.387807397,1.725459959,4.449270368,0.37016,1.70779,4.61368,,1
death,22-May,202220,all_ages,vax with updated booster,,,225,"22,377,362.35",,,,,1.725459959,,,1.70779,,,1
death,22-May,202221,17-Dec,vaccinated,0,"6,186,753",2,"4,030,867",0,0.049617117,,,,,,,,,0
death,22-May,202221,17-Dec,vax with updated booster,,,2,"4,030,867",,0.049617117,,,,,,,,,0
death,22-May,202221,18-29,vaccinated,1,"13,908,043",2,"7,646,451.45",0.007190084,0.026155924,3.637777102,,,,,,,,1
death,22-May,202221,18-29,vax with updated booster,,,2,"7,646,451.45",,0.026155924,,,,,,,,,1
death,22-May,202221,30-49,vaccinated,17,"25,672,821",15,"8,710,477.95",0.066217889,0.172206394,2.600602315,,,,,,,,1
death,22-May,202221,30-49,vax with updated booster,,,15,"8,710,477.95",,0.172206394,,,,,,,,,1
death,22-May,202221,11-May,vaccinated,0,"3,363,013",0,"8,734,882",0,0,,,,,,,,,0
death,22-May,202221,11-May,vax with updated booster,,,,,,,,,,,,,,,0
death,22-May,202221,50-64,vaccinated,40,"20,783,673",36,"4,083,852.30",0.192458763,0.881520617,4.580309063,,,,,,,,1
death,22-May,202221,50-64,vax with updated booster,,,36,"4,083,852.30",,0.881520617,,,,,,,,,1
death,22-May,202221,65-79,vaccinated,137,"15,301,518.70",83,"1,271,789.55",0.895335964,6.526236986,7.289148707,,,,,,,,1
death,22-May,202221,65-79,vax with updated booster,,,83,"1,271,789.55",,6.526236986,,,,,,,,,1
death,22-May,202221,80+,vaccinated,233,"4,326,865.80",123,"601,686.10",5.384960171,20.44255302,3.796231052,,,,,,,,1
death,22-May,202221,80+,vax with updated booster,,,123,"601,686.10",,20.44255302,,,,,,,,,1
death,22-May,202221,all_ages,vaccinated,428,"79,992,921.50",259,"22,314,257.35",,,,0.421886478,1.991174597,4.719692855,0.37016,1.70779,4.61368,,1
death,22-May,202221,all_ages,vax with updated booster,,,259,"22,314,257.35",,,,,1.991174597,,,1.70779,,,1
death,22-Jun,202222,17-Dec,vaccinated,1,"6,195,460",1,"4,019,653",0.016140852,0.024877769,1.541292246,,,,,,,,0
death,22-Jun,202222,17-Dec,vax with updated booster,,,1,"4,019,653",,0.024877769,,,,,,,,,0
death,22-Jun,202222,18-29,vaccinated,2,"13,923,036",2,"7,627,891.45",0.014364683,0.026219566,1.825279776,,,,,,,,1
death,22-Jun,202222,18-29,vax with updated booster,,,2,"7,627,891.45",,0.026219566,,,,,,,,,1
death,22-Jun,202222,30-49,vaccinated,10,"25,688,467",14,"8,692,629.95",0.038927975,0.161055976,4.137281123,,,,,,,,1
death,22-Jun,202222,30-49,vax with updated booster,,,14,"8,692,629.95",,0.161055976,,,,,,,,,1
death,22-Jun,202222,11-May,vaccinated,0,"3,377,629",0,"8,715,779",0,0,,,,,,,,,0
death,22-Jun,202222,11-May,vax with updated booster,,,,,,,,,,,,,,,0
death,22-Jun,202222,50-64,vaccinated,54,"20,803,959",37,"4,075,006.30",0.25956598,0.907974056,3.49804723,,,,,,,,1
death,22-Jun,202222,50-64,vax with updated booster,,,37,"4,075,006.30",,0.907974056,,,,,,,,,1
death,22-Jun,202222,65-79,vaccinated,132,"15,324,773.70",110,"1,268,624.55",0.861350403,8.670808081,10.06652815,,,,,,,,1
death,22-Jun,202222,65-79,vax with updated booster,,,110,"1,268,624.55",,8.670808081,,,,,,,,,1
death,22-Jun,202222,80+,vaccinated,274,"4,334,009.80",131,"599,722.10",6.322089996,21.84345049,3.45509958,,,,,,,,1
death,22-Jun,202222,80+,vax with updated booster,,,131,"599,722.10",,21.84345049,,,,,,,,,1
death,22-Jun,202222,all_ages,vaccinated,472,"80,074,245.50",294,"22,263,874.35",,,,0.4635977,2.323676662,5.01226961,0.52749,2.45775,4.65934,,1
death,22-Jun,202222,all_ages,vax with updated booster,,,294,"22,263,874.35",,,,,2.323676662,,,2.45775,,,1
death,22-Jun,202223,17-Dec,vaccinated,1,"6,205,051",1,"4,007,778",0.016115903,0.024951482,1.548252174,,,,,,,,0
death,22-Jun,202223,17-Dec,vax with updated booster,,,1,"4,007,778",,0.024951482,,,,,,,,,0
death,22-Jun,202223,18-29,vaccinated,2,"13,937,439",2,"7,606,790.45",0.014349839,0.026292298,1.832236485,,,,,,,,1
death,22-Jun,202223,18-29,vax with updated booster,,,2,"7,606,790.45",,0.026292298,,,,,,,,,1
death,22-Jun,202223,30-49,vaccinated,12,"25,703,734",11,"8,672,729.95",0.046685824,0.126834342,2.716763499,,,,,,,,1
death,22-Jun,202223,30-49,vax with updated booster,,,11,"8,672,729.95",,0.126834342,,,,,,,,,1
death,22-Jun,202223,11-May,vaccinated,0,"3,395,012",1,"8,695,971",0,0.011499578,,,,,,,,,0
death,22-Jun,202223,11-May,vax with updated booster,,,,,,,,,,,,,,,0
death,22-Jun,202223,50-64,vaccinated,46,"20,824,522",44,"4,065,110.30",0.220893426,1.082381455,4.900016612,,,,,,,,1
death,22-Jun,202223,50-64,vax with updated booster,,,44,"4,065,110.30",,1.082381455,,,,,,,,,1
death,22-Jun,202223,65-79,vaccinated,176,"15,348,212.70",80,"1,265,154.55",1.146713324,6.323338125,5.514314688,,,,,,,,1
death,22-Jun,202223,65-79,vax with updated booster,,,80,"1,265,154.55",,6.323338125,,,,,,,,,1
death,22-Jun,202223,80+,vaccinated,266,"4,341,420.80",135,"597,556.10",6.127026433,22.59202107,3.687273315,,,,,,,,1
death,22-Jun,202223,80+,vax with updated booster,,,135,"597,556.10",,22.59202107,,,,,,,,,1
death,22-Jun,202223,all_ages,vaccinated,502,"80,155,328.50",272,"22,207,341.35",,,,0.485978805,2.0842431,4.288753085,0.52749,2.45775,4.65934,,1
death,22-Jun,202223,all_ages,vax with updated booster,,,272,"22,207,341.35",,,,,2.0842431,,,2.45775,,,1
death,22-Jun,202224,17-Dec,vaccinated,0,"6,213,513",0,"3,997,185",0,0,,,,,,,,,0
death,22-Jun,202224,17-Dec,vax with updated booster,,,0,"3,997,185",,0,,,,,,,,,0
death,22-Jun,202224,18-29,vaccinated,1,"13,950,167",5,"7,586,484.45",0.007168373,0.06590668,9.19409187,,,,,,,,1
death,22-Jun,202224,18-29,vax with updated booster,,,5,"7,586,484.45",,0.06590668,,,,,,,,,1
death,22-Jun,202224,30-49,vaccinated,20,"25,717,044",12,"8,653,711.95",0.077769436,0.138668817,1.783076036,,,,,,,,1
death,22-Jun,202224,30-49,vax with updated booster,,,12,"8,653,711.95",,0.138668817,,,,,,,,,1
death,22-Jun,202224,11-May,vaccinated,0,"3,409,416",0,"8,678,011",0,0,,,,,,,,,0
death,22-Jun,202224,11-May,vax with updated booster,,,,,,,,,,,,,,,0
death,22-Jun,202224,50-64,vaccinated,64,"20,840,390",41,"4,055,971.30",0.30709598,1.010855279,3.291659101,,,,,,,,1
death,22-Jun,202224,50-64,vax with updated booster,,,41,"4,055,971.30",,1.010855279,,,,,,,,,1
death,22-Jun,202224,65-79,vaccinated,166,"15,363,086.70",99,"1,262,035.55",1.08051203,7.844469991,7.25995618,,,,,,,,1
death,22-Jun,202224,65-79,vax with updated booster,,,99,"1,262,035.55",,7.844469991,,,,,,,,,1
death,22-Jun,202224,80+,vaccinated,308,"4,346,070.80",132,"595,678.55",7.086861079,22.15960269,3.126857214,,,,,,,,1
death,22-Jun,202224,80+,vax with updated booster,,,132,"595,678.55",,22.15960269,,,,,,,,,1
death,22-Jun,202224,all_ages,vaccinated,559,"80,216,758.50",289,"22,153,881.80",,,,0.549479909,2.254437707,4.102857396,0.52749,2.45775,4.65934,,1
death,22-Jun,202224,all_ages,vax with updated booster,,,289,"22,153,881.80",,,,,2.254437707,,,2.45775,,,1
death,22-Jun,202225,17-Dec,vaccinated,0,"6,222,651",0,"3,986,776",0,0,,,,,,,,,0
death,22-Jun,202225,17-Dec,vax with updated booster,,,0,"3,986,776",,0,,,,,,,,,0
death,22-Jun,202225,18-29,vaccinated,2,"13,964,688",8,"7,567,463.45",0.014321838,0.10571574,7.381436642,,,,,,,,1
death,22-Jun,202225,18-29,vax with updated booster,,,8,"7,567,463.45",,0.10571574,,,,,,,,,1
death,22-Jun,202225,30-49,vaccinated,7,"25,731,519",27,"8,635,643.95",0.027203991,0.312657633,11.49307976,,,,,,,,1
death,22-Jun,202225,30-49,vax with updated booster,,,27,"8,635,643.95",,0.312657633,,,,,,,,,1
death,22-Jun,202225,11-May,vaccinated,1,"3,424,906",4,"8,659,320",0.029197882,0.046193004,1.582066952,,,,,,,,0
death,22-Jun,202225,11-May,vax with updated booster,,,,,,,,,,,,,,,0
death,22-Jun,202225,50-64,vaccinated,62,"20,856,605",46,"4,047,551.30",0.29726794,1.13648961,3.823115305,,,,,,,,1
death,22-Jun,202225,50-64,vax with updated booster,,,46,"4,047,551.30",,1.13648961,,,,,,,,,1
death,22-Jun,202225,65-79,vaccinated,178,"15,378,314.70",116,"1,259,233.55",1.157474037,9.211952779,7.958669036,,,,,,,,1
death,22-Jun,202225,65-79,vax with updated booster,,,116,"1,259,233.55",,9.211952779,,,,,,,,,1
death,22-Jun,202225,80+,vaccinated,302,"4,350,799.80",140,"594,064.55",6.941252503,23.5664626,3.395131151,,,,,,,,1
death,22-Jun,202225,80+,vax with updated booster,,,140,"594,064.55",,23.5664626,,,,,,,,,1
death,22-Jun,202225,all_ages,vaccinated,551,"80,281,926.50",337,"22,103,956.80",,,,0.531311018,2.594691174,4.883563652,0.52749,2.45775,4.65934,,1
death,22-Jun,202225,all_ages,vax with updated booster,,,337,"22,103,956.80",,,,,2.594691174,,,2.45775,,,1
death,22-Jun,202226,17-Dec,vaccinated,0,"6,230,752",0,"3,976,564",0,0,,,,,,,,,0
death,22-Jun,202226,17-Dec,vax with updated booster,,,0,"3,976,564",,0,,,,,,,,,0
death,22-Jun,202226,18-29,vaccinated,2,"13,978,483",6,"7,548,341.45",0.014307704,0.07948766,5.555584532,,,,,,,,1
death,22-Jun,202226,18-29,vax with updated booster,,,6,"7,548,341.45",,0.07948766,,,,,,,,,1
death,22-Jun,202226,30-49,vaccinated,14,"25,745,491",24,"8,617,527.95",0.054378454,0.278502143,5.121553151,,,,,,,,1
death,22-Jun,202226,30-49,vax with updated booster,,,24,"8,617,527.95",,0.278502143,,,,,,,,,1
death,22-Jun,202226,11-May,vaccinated,0,"3,439,608",0,"8,638,792",0,0,,,,,,,,,0
death,22-Jun,202226,11-May,vax with updated booster,,,,,,,,,,,,,,,0
death,22-Jun,202226,50-64,vaccinated,56,"20,871,025",62,"4,039,252.30",0.268314565,1.534937543,5.720664255,,,,,,,,1
death,22-Jun,202226,50-64,vax with updated booster,,,62,"4,039,252.30",,1.534937543,,,,,,,,,1
death,22-Jun,202226,65-79,vaccinated,224,"15,391,057.70",137,"1,256,736.55",1.455390554,10.90125054,7.490257863,,,,,,,,1
death,22-Jun,202226,65-79,vax with updated booster,,,137,"1,256,736.55",,10.90125054,,,,,,,,,1
death,22-Jun,202226,80+,vaccinated,334,"4,354,783.80",162,"592,764.55",7.669726336,27.32956956,3.563304394,,,,,,,,1
death,22-Jun,202226,80+,vax with updated booster,,,162,"592,764.55",,27.32956956,,,,,,,,,1
death,22-Jun,202226,all_ages,vaccinated,630,"80,340,840.50",391,"22,054,622.80",,,,0.606723983,3.036276598,5.004378737,0.52749,2.45775,4.65934,,1
death,22-Jun,202226,all_ages,vax with updated booster,,,391,"22,054,622.80",,,,,3.036276598,,,2.45775,,,1
death,22-Jul,202227,17-Dec,vaccinated,0,"6,238,941",1,"3,968,057",0,0.025201251,,,,,,,,,0
death,22-Jul,202227,17-Dec,vax with updated booster,,,1,"3,968,057",,0.025201251,,,,,,,,,0
death,22-Jul,202227,18-29,vaccinated,1,"13,991,108",3,"7,532,428.45",0.007147397,0.039827793,5.572349512,,,,,,,,1
death,22-Jul,202227,18-29,vax with updated booster,,,3,"7,532,428.45",,0.039827793,,,,,,,,,1
death,22-Jul,202227,30-49,vaccinated,32,"25,758,067",16,"8,602,491.95",0.124232925,0.185992618,1.497128225,,,,,,,,1
death,22-Jul,202227,30-49,vax with updated booster,,,16,"8,602,491.95",,0.185992618,,,,,,,,,1
death,22-Jul,202227,11-May,vaccinated,0,"3,454,231",2,"8,621,528",0,0.023197744,,,,,,,,,0
death,22-Jul,202227,11-May,vax with updated booster,,,,,,,,,,,,,,,0
death,22-Jul,202227,50-64,vaccinated,69,"20,883,891",58,"4,031,870.30",0.3303982,1.438538338,4.353953311,,,,,,,,1
death,22-Jul,202227,50-64,vax with updated booster,,,58,"4,031,870.30",,1.438538338,,,,,,,,,1
death,22-Jul,202227,65-79,vaccinated,242,"15,401,975.70",144,"1,254,603.55",1.571226995,11.47772936,7.30494664,,,,,,,,1
death,22-Jul,202227,65-79,vax with updated booster,,,144,"1,254,603.55",,11.47772936,,,,,,,,,1
death,22-Jul,202227,80+,vaccinated,351,"4,358,265.80",194,"591,775.55",8.053662078,32.78269945,4.070533272,,,,,,,,1
death,22-Jul,202227,80+,vax with updated booster,,,194,"591,775.55",,32.78269945,,,,,,,,,1
death,22-Jul,202227,all_ages,vaccinated,695,"80,393,307.50",415,"22,013,169.80",,,,0.67826813,3.287406376,4.846765212,0.70836,3.45212,4.87339,,1
death,22-Jul,202227,all_ages,vax with updated booster,,,415,"22,013,169.80",,,,,3.287406376,,,3.45212,,,1
death,22-Jul,202228,17-Dec,vaccinated,1,"6,247,104",0,"3,957,985",0.016007417,0,0,,,,,,,,0
death,22-Jul,202228,17-Dec,vax with updated booster,,,0,"3,957,985",,0,,,,,,,,,0
death,22-Jul,202228,18-29,vaccinated,1,"14,003,845",8,"7,512,544.45",0.007140896,0.106488555,14.91249213,,,,,,,,1
death,22-Jul,202228,18-29,vax with updated booster,,,8,"7,512,544.45",,0.106488555,,,,,,,,,1
death,22-Jul,202228,30-49,vaccinated,28,"25,770,184",26,"8,583,178.95",0.108652697,0.30291807,2.787947998,,,,,,,,1
death,22-Jul,202228,30-49,vax with updated booster,,,26,"8,583,178.95",,0.30291807,,,,,,,,,1
death,22-Jul,202228,11-May,vaccinated,0,"3,469,297",1,"8,599,816",0,0.011628156,,,,,,,,,0
death,22-Jul,202228,11-May,vax with updated booster,,,,,,,,,,,,,,,0
death,22-Jul,202228,50-64,vaccinated,74,"20,895,403",54,"4,022,079.30",0.354144881,1.342589143,3.791073136,,,,,,,,1
death,22-Jul,202228,50-64,vax with updated booster,,,54,"4,022,079.30",,1.342589143,,,,,,,,,1
death,22-Jul,202228,65-79,vaccinated,266,"15,411,494.70",146,"1,251,431.55",1.725984437,11.6666389,6.759411412,,,,,,,,1
death,22-Jul,202228,65-79,vax with updated booster,,,146,"1,251,431.55",,11.6666389,,,,,,,,,1
death,22-Jul,202228,80+,vaccinated,390,"4,361,296.80",201,"590,381.55",8.942294411,34.04577938,3.807275607,,,,,,,,1
death,22-Jul,202228,80+,vax with updated booster,,,201,"590,381.55",,34.04577938,,,,,,,,,1
death,22-Jul,202228,all_ages,vaccinated,759,"80,442,223.50",435,"21,959,615.80",,,,0.735970626,3.410999411,4.63469504,0.70836,3.45212,4.87339,,1
death,22-Jul,202228,all_ages,vax with updated booster,,,435,"21,959,615.80",,,,,3.410999411,,,3.45212,,,1
death,22-Jul,202229,17-Dec,vaccinated,0,"6,253,738",1,"3,946,921",0,0.025336205,,,,,,,,,0
death,22-Jul,202229,17-Dec,vax with updated booster,,,1,"3,946,921",,0.025336205,,,,,,,,,0
death,22-Jul,202229,18-29,vaccinated,4,"14,015,028",3,"7,492,063.45",0.028540792,0.040042373,1.402987451,,,,,,,,1
death,22-Jul,202229,18-29,vax with updated booster,,,3,"7,492,063.45",,0.040042373,,,,,,,,,1
death,22-Jul,202229,30-49,vaccinated,24,"25,781,044",31,"8,562,407.95",0.093091653,0.362047688,3.88915307,,,,,,,,1
death,22-Jul,202229,30-49,vax with updated booster,,,31,"8,562,407.95",,0.362047688,,,,,,,,,1
death,22-Jul,202229,11-May,vaccinated,0,"3,481,851",0,"8,573,298",0,0,,,,,,,,,0
death,22-Jul,202229,11-May,vax with updated booster,,,,,,,,,,,,,,,0
death,22-Jul,202229,50-64,vaccinated,78,"20,905,766",79,"4,010,042.30",0.373102808,1.970054032,5.280190845,,,,,,,,1
death,22-Jul,202229,50-64,vax with updated booster,,,79,"4,010,042.30",,1.970054032,,,,,,,,,1
death,22-Jul,202229,65-79,vaccinated,264,"15,419,369.70",144,"1,247,186.55",1.712132241,11.54598725,6.743630527,,,,,,,,1
death,22-Jul,202229,65-79,vax with updated booster,,,144,"1,247,186.55",,11.54598725,,,,,,,,,1
death,22-Jul,202229,80+,vaccinated,396,"4,363,613.80",213,"588,744.55",9.075046926,36.17867885,3.986610664,,,,,,,,1
death,22-Jul,202229,80+,vax with updated booster,,,213,"588,744.55",,36.17867885,,,,,,,,,1
death,22-Jul,202229,all_ages,vaccinated,766,"80,484,821.50",470,"21,900,444.80",,,,0.742236081,3.62850639,4.888614932,0.70836,3.45212,4.87339,,1
death,22-Jul,202229,all_ages,vax with updated booster,,,470,"21,900,444.80",,,,,3.62850639,,,3.45212,,,1
death,22-Jul,202230,17-Dec,vaccinated,0,"6,260,858",0,"3,935,735",0,0,,,,,,,,,0
death,22-Jul,202230,17-Dec,vax with updated booster,,,0,"3,935,735",,0,,,,,,,,,0
death,22-Jul,202230,18-29,vaccinated,0,"14,027,615",3,"7,473,697.45",0,0.040140774,,,,,,,,,1
death,22-Jul,202230,18-29,vax with updated booster,,,3,"7,473,697.45",,0.040140774,,,,,,,,,1
death,22-Jul,202230,30-49,vaccinated,14,"25,793,346",28,"8,543,498.95",0.054277565,0.327734575,6.038122355,,,,,,,,1
death,22-Jul,202230,30-49,vax with updated booster,,,28,"8,543,498.95",,0.327734575,,,,,,,,,1
death,22-Jul,202230,11-May,vaccinated,0,"3,496,087",1,"8,546,550",0,0.011700628,,,,,,,,,0
death,22-Jul,202230,11-May,vax with updated booster,,,,,,,,,,,,,,,0
death,22-Jul,202230,50-64,vaccinated,63,"20,920,640",65,"3,999,381.30",0.301138015,1.625251386,5.397031611,,,,,,,,1
death,22-Jul,202230,50-64,vax with updated booster,,,65,"3,999,381.30",,1.625251386,,,,,,,,,1
death,22-Jul,202230,65-79,vaccinated,237,"15,431,313.70",159,"1,243,455.55",1.535838132,12.78694683,8.325712564,,,,,,,,1
death,22-Jul,202230,65-79,vax with updated booster,,,159,"1,243,455.55",,12.78694683,,,,,,,,,1
death,22-Jul,202230,80+,vaccinated,390,"4,367,006.80",184,"587,167.55",8.930602077,31.33688161,3.508932694,,,,,,,,1
death,22-Jul,202230,80+,vax with updated booster,,,184,"587,167.55",,31.33688161,,,,,,,,,1
death,22-Jul,202230,all_ages,vaccinated,704,"80,539,921.50",439,"21,847,200.80",,,,0.676963334,3.48271673,5.144616489,0.70836,3.45212,4.87339,,1
death,22-Jul,202230,all_ages,vax with updated booster,,,439,"21,847,200.80",,,,,3.48271673,,,3.45212,,,1
death,22-Aug,202231,0.5-4,vaccinated,0,"8,266",5,"5,218,102",0,0.095820281,,,,,,,,,0
death,22-Aug,202231,0.5-4,vax with updated booster,,,,,,,,,,,,,,,0
death,22-Aug,202231,17-Dec,vaccinated,0,"6,267,921",3,"3,924,159",0,0.076449502,,,,,,,,,0
death,22-Aug,202231,17-Dec,vax with updated booster,,,3,"3,924,159",,0.076449502,,,,,,,,,0
death,22-Aug,202231,18-29,vaccinated,1,"14,040,133",5,"7,455,205.45",0.00712244,0.067067233,9.416328694,,,,,,,,1
death,22-Aug,202231,18-29,vax with updated booster,,,5,"7,455,205.45",,0.067067233,,,,,,,,,1
death,22-Aug,202231,30-49,vaccinated,21,"25,805,814",20,"8,525,554.95",0.081377011,0.234588835,2.882740872,,,,,,,,1
death,22-Aug,202231,30-49,vax with updated booster,,,20,"8,525,554.95",,0.234588835,,,,,,,,,1
