outcome,month,mmwr_week,age_group,vaccination_status,vaccinated_with_outcome,vaccinated_population,unvaccinated_with_outcome,unvaccinated_population,crude_vax_ir,crude_unvax_ir,crude_irr,age_adj_vax_ir,age_adj_unvax_ir,age_adj_irr,monthly_age_adj_vax_ir,monthly_age_adj_unvax_ir,monthly_age_adj_irr,monthly_age_adj_mb_irr,continuity_correction
death,22-Aug,202231,11-May,vaccinated,0,"3,512,724",0,"8,519,331",0,0,,,,,,,,,0
death,22-Aug,202231,11-May,vax with updated booster,,,,,,,,,,,,,,,0
death,22-Aug,202231,50-64,vaccinated,67,"20,938,837",68,"3,990,489.30",0.319979567,1.704051681,5.325501551,,,,,,,,1
death,22-Aug,202231,50-64,vax with updated booster,,,68,"3,990,489.30",,1.704051681,,,,,,,,,1
death,22-Aug,202231,65-79,vaccinated,238,"15,447,613.70",154,"1,240,606.55",1.540691039,12.41328284,8.056957903,,,,,,,,1
death,22-Aug,202231,65-79,vax with updated booster,,,154,"1,240,606.55",,12.41328284,,,,,,,,,1
death,22-Aug,202231,80+,vaccinated,364,"4,371,209.80",197,"586,077.55",8.327214127,33.61329913,4.03655996,,,,,,,,1
death,22-Aug,202231,80+,vax with updated booster,,,197,"586,077.55",,33.61329913,,,,,,,,,1
death,22-Aug,202231,all_ages,vaccinated,691,"80,603,607.50",444,"21,797,933.80",,,,0.666967282,3.521525,5.27990667,0.58731,3.16332,5.38613,,1
death,22-Aug,202231,all_ages,vax with updated booster,,,444,"21,797,933.80",,,,,3.521525,,,3.16332,,,1
death,22-Aug,202232,0.5-4,vaccinated,0,"31,711",1,"5,173,118",0,0.019330702,,,,,,,,,0
death,22-Aug,202232,0.5-4,vax with updated booster,,,,,,,,,,,,,,,0
death,22-Aug,202232,17-Dec,vaccinated,0,"6,274,532",0,"3,912,555",0,0,,,,,,,,,0
death,22-Aug,202232,17-Dec,vax with updated booster,,,0,"3,912,555",,0,,,,,,,,,0
death,22-Aug,202232,18-29,vaccinated,1,"14,051,817",5,"7,436,382.45",0.007116517,0.067236994,9.448019312,,,,,,,,1
death,22-Aug,202232,18-29,vax with updated booster,,,5,"7,436,382.45",,0.067236994,,,,,,,,,1
death,22-Aug,202232,30-49,vaccinated,13,"25,816,930",21,"8,507,720.95",0.050354554,0.246834612,4.901932231,,,,,,,,1
death,22-Aug,202232,30-49,vax with updated booster,,,21,"8,507,720.95",,0.246834612,,,,,,,,,1
death,22-Aug,202232,11-May,vaccinated,0,"3,529,479",2,"8,492,774",0,0.023549432,,,,,,,,,0
death,22-Aug,202232,11-May,vax with updated booster,,,,,,,,,,,,,,,0
death,22-Aug,202232,50-64,vaccinated,67,"20,953,392",76,"3,982,557.30",0.319757298,1.90832157,5.968031332,,,,,,,,1
death,22-Aug,202232,50-64,vax with updated booster,,,76,"3,982,557.30",,1.90832157,,,,,,,,,1
death,22-Aug,202232,65-79,vaccinated,236,"15,461,110.70",145,"1,238,360.55",1.526410389,11.70902933,7.67095757,,,,,,,,1
death,22-Aug,202232,65-79,vax with updated booster,,,145,"1,238,360.55",,11.70902933,,,,,,,,,1
death,22-Aug,202232,80+,vaccinated,319,"4,375,004.80",191,"585,127.55",7.291420572,32.64245548,4.476830702,,,,,,,,1
death,22-Aug,202232,80+,vax with updated booster,,,191,"585,127.55",,32.64245548,,,,,,,,,1
death,22-Aug,202232,all_ages,vaccinated,636,"80,658,254.50",438,"21,750,148.80",,,,0.605811726,3.435986419,5.671706687,0.58731,3.16332,5.38613,,1
death,22-Aug,202232,all_ages,vax with updated booster,,,438,"21,750,148.80",,,,,3.435986419,,,3.16332,,,1
death,22-Aug,202233,0.5-4,vaccinated,0,"48,840",0,"5,131,848",0,0,,,,,,,,,0
death,22-Aug,202233,0.5-4,vax with updated booster,,,,,,,,,,,,,,,0
death,22-Aug,202233,17-Dec,vaccinated,0,"6,281,718",0,"3,902,891.65",0,0,,,,,,,,,1
death,22-Aug,202233,17-Dec,vax with updated booster,,,0,"3,902,891.65",,0,,,,,,,,,1
death,22-Aug,202233,18-29,vaccinated,3,"14,063,838",3,"7,418,344.45",0.021331304,0.04044029,1.895818952,,,,,,,,1
death,22-Aug,202233,18-29,vax with updated booster,,,3,"7,418,344.45",,0.04044029,,,,,,,,,1
death,22-Aug,202233,30-49,vaccinated,20,"25,827,764",28,"8,490,859.95",0.077436049,0.329766363,4.258563893,,,,,,,,1
death,22-Aug,202233,30-49,vax with updated booster,,,28,"8,490,859.95",,0.329766363,,,,,,,,,1
death,22-Aug,202233,11-May,vaccinated,0,"3,546,647",0,"8,469,974",0,0,,,,,,,,,0
death,22-Aug,202233,11-May,vax with updated booster,,,,,,,,,,,,,,,0
death,22-Aug,202233,50-64,vaccinated,49,"20,964,752",56,"3,975,435.30",0.233725636,1.408650771,6.026941646,,,,,,,,1
death,22-Aug,202233,50-64,vax with updated booster,,,56,"3,975,435.30",,1.408650771,,,,,,,,,1
death,22-Aug,202233,65-79,vaccinated,195,"15,470,395.70",148,"1,236,379.55",1.260471961,11.97043416,9.496787341,,,,,,,,1
death,22-Aug,202233,65-79,vax with updated booster,,,148,"1,236,379.55",,11.97043416,,,,,,,,,1
death,22-Aug,202233,80+,vaccinated,316,"4,377,690.80",158,"584,217.55",7.218417527,27.0447199,3.746627262,,,,,,,,1
death,22-Aug,202233,80+,vax with updated booster,,,158,"584,217.55",,27.0447199,,,,,,,,,1
death,22-Aug,202233,all_ages,vaccinated,583,"80,704,440.50",393,"21,705,236.80",,,,0.566041141,3.144664421,5.555540391,0.58731,3.16332,5.38613,,1
death,22-Aug,202233,all_ages,vax with updated booster,,,393,"21,705,236.80",,,,,3.144664421,,,3.16332,,,1
death,22-Aug,202234,0.5-4,vaccinated,0,"68,243",3,"5,094,642",0,0.058885394,,,,,,,,,0
death,22-Aug,202234,0.5-4,vax with updated booster,,,,,,,,,,,,,,,0
death,22-Aug,202234,17-Dec,vaccinated,0,"6,288,787",1,"3,894,523.65",0,0.025677081,,,,,,,,,1
death,22-Aug,202234,17-Dec,vax with updated booster,,,1,"3,894,523.65",,0.025677081,,,,,,,,,1
death,22-Aug,202234,18-29,vaccinated,1,"14,076,315",4,"7,402,212.45",0.007104132,0.054037898,7.606544716,,,,,,,,1
death,22-Aug,202234,18-29,vax with updated booster,,,4,"7,402,212.45",,0.054037898,,,,,,,,,1
death,22-Aug,202234,30-49,vaccinated,18,"25,838,901",23,"8,476,111.95",0.069662406,0.271350829,3.895226219,,,,,,,,1
death,22-Aug,202234,30-49,vax with updated booster,,,23,"8,476,111.95",,0.271350829,,,,,,,,,1
death,22-Aug,202234,11-May,vaccinated,0,"3,564,962",0,"8,450,748",0,0,,,,,,,,,0
death,22-Aug,202234,11-May,vax with updated booster,,,,,,,,,,,,,,,0
death,22-Aug,202234,50-64,vaccinated,69,"20,974,585",54,"3,969,284.30",0.32896956,1.360446769,4.135479187,,,,,,,,1
death,22-Aug,202234,50-64,vax with updated booster,,,54,"3,969,284.30",,1.360446769,,,,,,,,,1
death,22-Aug,202234,65-79,vaccinated,181,"15,477,685.70",133,"1,234,651.55",1.169425478,10.77227012,9.211591778,,,,,,,,1
death,22-Aug,202234,65-79,vax with updated booster,,,133,"1,234,651.55",,10.77227012,,,,,,,,,1
death,22-Aug,202234,80+,vaccinated,302,"4,379,830.80",142,"583,522.55",6.895243533,24.33496358,3.529239172,,,,,,,,1
death,22-Aug,202234,80+,vax with updated booster,,,142,"583,522.55",,24.33496358,,,,,,,,,1
death,22-Aug,202234,all_ages,vaccinated,571,"80,747,317.50",356,"21,665,782.80",,,,0.553080067,2.841867784,5.138257468,0.58731,3.16332,5.38613,,1
death,22-Aug,202234,all_ages,vax with updated booster,,,356,"21,665,782.80",,,,,2.841867784,,,3.16332,,,1
death,22-Aug,202235,0.5-4,vaccinated,0,"82,467",1,"5,061,144",0,0.019758379,,,,,,,,,0
death,22-Aug,202235,0.5-4,vax with updated booster,,,,,,,,,,,,,,,0
death,22-Aug,202235,17-Dec,vaccinated,0,"6,295,366",0,"3,887,636.65",0,0,,,,,,,,,1
death,22-Aug,202235,17-Dec,vax with updated booster,,,0,"3,887,636.65",,0,,,,,,,,,1
death,22-Aug,202235,18-29,vaccinated,0,"14,087,987",3,"7,387,416.45",0,0.040609596,,,,,,,,,1
death,22-Aug,202235,18-29,vax with updated booster,,,3,"7,387,416.45",,0.040609596,,,,,,,,,1
death,22-Aug,202235,30-49,vaccinated,11,"25,848,817",19,"8,462,372.95",0.042555139,0.224523312,5.276056362,,,,,,,,1
death,22-Aug,202235,30-49,vax with updated booster,,,19,"8,462,372.95",,0.224523312,,,,,,,,,1
death,22-Aug,202235,11-May,vaccinated,0,"3,582,232",0,"8,434,891",0,0,,,,,,,,,0
death,22-Aug,202235,11-May,vax with updated booster,,,,,,,,,,,,,,,0
death,22-Aug,202235,50-64,vaccinated,55,"20,982,799",61,"3,963,942.30",0.262119463,1.538872047,5.870880517,,,,,,,,1
death,22-Aug,202235,50-64,vax with updated booster,,,61,"3,963,942.30",,1.538872047,,,,,,,,,1
death,22-Aug,202235,65-79,vaccinated,211,"15,483,580.70",122,"1,233,283.55",1.36273388,9.892291193,7.259151137,,,,,,,,1
death,22-Aug,202235,65-79,vax with updated booster,,,122,"1,233,283.55",,9.892291193,,,,,,,,,1
death,22-Aug,202235,80+,vaccinated,296,"4,381,646.80",158,"582,960.55",6.755450941,27.10303467,4.012024498,,,,,,,,1
death,22-Aug,202235,80+,vax with updated booster,,,158,"582,960.55",,27.10303467,,,,,,,,,1
death,22-Aug,202235,all_ages,vaccinated,573,"80,784,830.50",363,"21,629,975.80",,,,0.544821804,2.869809481,5.26742774,0.58731,3.16332,5.38613,,1
death,22-Aug,202235,all_ages,vax with updated booster,,,363,"21,629,975.80",,,,,2.869809481,,,3.16332,,,1
death,22-Sep,202236,0.5-4,vaccinated,0,"94,445",1,"5,037,077",0,0.019852784,,,,,,,,,0
death,22-Sep,202236,0.5-4,vax with updated booster,,,,,,,,,,,,,,,0
death,22-Sep,202236,17-Dec,vaccinated,0,"6,301,378",0,"3,883,272.65",0,0,,,,,,,,,1
death,22-Sep,202236,17-Dec,vax with updated booster,,,0,"3,883,272.65",,0,,,,,,,,,1
death,22-Sep,202236,18-29,vaccinated,2,"14,098,654",4,"7,377,138.45",0.014185751,0.054221566,3.822255498,,,,,,,,1
death,22-Sep,202236,18-29,vax with updated booster,,,4,"7,377,138.45",,0.054221566,,,,,,,,,1
death,22-Sep,202236,30-49,vaccinated,17,"25,858,488",23,"8,452,649.95",0.065742436,0.272104016,4.138940259,,,,,,,,1
death,22-Sep,202236,30-49,vax with updated booster,,,23,"8,452,649.95",,0.272104016,,,,,,,,,1
death,22-Sep,202236,11-May,vaccinated,0,"3,598,576",0,"8,424,737",0,0,,,,,,,,,0
death,22-Sep,202236,11-May,vax with updated booster,,,,,,,,,,,,,,,0
death,22-Sep,202236,50-64,vaccinated,54,"20,989,776",62,"3,961,164.30",0.25726811,1.565196374,6.08391135,,,,,,,,1
death,22-Sep,202236,50-64,vax with updated booster,,,62,"3,961,164.30",,1.565196374,,,,,,,,,1
death,22-Sep,202236,65-79,vaccinated,183,"15,488,346.70",101,"1,232,770.55",1.181533469,8.192927711,6.934147807,,,,,,,,1
death,22-Sep,202236,65-79,vax with updated booster,,,101,"1,232,770.55",,8.192927711,,,,,,,,,1
death,22-Sep,202236,80+,vaccinated,286,"4,383,019.80",150,"582,766.55",6.525181565,25.73929475,3.944609738,,,,,,,,1
death,22-Sep,202236,80+,vax with updated booster,,,150,"582,766.55",,25.73929475,,,,,,,,,1
death,22-Sep,202236,all_ages,vaccinated,542,"80,818,284.50",340,"21,606,489.80",,,,0.523396765,2.623398563,5.012255972,0.44438,2.31715,5.21436,,1
death,22-Sep,202236,all_ages,vax with updated booster,,,340,"21,606,489.80",,,,,2.623398563,,0.00000,2.31715,,,1
death,22-Sep,202237,0.5-4,vaccinated,0,"105,210",1,"5,008,200",0,0.019967254,,,,,,,,,0
death,22-Sep,202237,0.5-4,vax with updated booster,,,,,,,,,,,,,,,0
death,22-Sep,202237,17-Dec,vaccinated,0,"6,306,858",2,"3,878,731.65",0,0.051563248,,,,,,,,,1
death,22-Sep,202237,17-Dec,vax with updated booster,,,2,"3,878,731.65",,0.051563248,,,,,,,,,1
death,22-Sep,202237,18-29,vaccinated,4,"14,108,405",1,"7,365,992.45",0.028351894,0.013575903,0.478835849,,,,,,,,1
death,22-Sep,202237,18-29,vax with updated booster,,,1,"7,365,992.45",,0.013575903,,,,,,,,,1
death,22-Sep,202237,30-49,vaccinated,8,"25,867,476",13,"8,440,175.95",0.030926867,0.154025225,4.980304765,,,,,,,,1
death,22-Sep,202237,30-49,vax with updated booster,,,13,"8,440,175.95",,0.154025225,,,,,,,,,1
death,22-Sep,202237,11-May,vaccinated,0,"3,614,066",0,"8,414,285",0,0,,,,,,,,,0
death,22-Sep,202237,11-May,vax with updated booster,,,,,,,,,,,,,,,0
death,22-Sep,202237,50-64,vaccinated,51,"20,995,444",52,"3,956,588.30",0.242909843,1.314263604,5.410499589,,,,,,,,1
death,22-Sep,202237,50-64,vax with updated booster,,,52,"3,956,588.30",,1.314263604,,,,,,,,,1
death,22-Sep,202237,65-79,vaccinated,167,"15,492,247.70",108,"1,231,958.55",1.077958494,8.766528712,8.132528998,,,,,,,,1
death,22-Sep,202237,65-79,vax with updated booster,,,108,"1,231,958.55",,8.766528712,,,,,,,,,1
death,22-Sep,202237,80+,vaccinated,244,"4,384,161.80",130,"582,458.55",5.565488026,22.31918477,4.010283495,,,,,,,,1
death,22-Sep,202237,80+,vax with updated booster,,,130,"582,458.55",,22.31918477,,,,,,,,,1
death,22-Sep,202237,all_ages,vaccinated,474,"80,847,734.50",304,"21,577,173.80",,,,0.453107699,2.433511187,5.370712507,0.44438,2.31715,5.21436,,1
death,22-Sep,202237,all_ages,vax with updated booster,,,304,"21,577,173.80",,,,,2.433511187,,0.00000,2.31715,,,1
death,22-Sep,202238,0.5-4,vaccinated,0,"111,993",0,"4,806,267",0,0,,,,,,,,,0
death,22-Sep,202238,0.5-4,vax with updated booster,,,,,,,,,,,,,,,0
death,22-Sep,202238,17-Dec,vaccinated,0,"6,112,855",1,"3,772,463.65",0,0.026507876,,,,,,,,,1
death,22-Sep,202238,17-Dec,vax with updated booster,0,"4,992",1,"3,772,463.65",0,0.026507876,,,,,,,,,1
death,22-Sep,202238,18-29,vaccinated,1,"13,691,659",2,"7,210,030.45",0.007303717,0.027739134,3.797947622,,,,,,,,1
death,22-Sep,202238,18-29,vax with updated booster,0,"17,305",2,"7,210,030.45",0,0.027739134,,,,,,,,,1
death,22-Sep,202238,30-49,vaccinated,7,"25,208,910",8,"8,256,320.95",0.02776796,0.096895458,3.489469829,,,,,,,,1
death,22-Sep,202238,30-49,vax with updated booster,0,"64,345",8,"8,256,320.95",0,0.096895458,,,,,,,,,1
death,22-Sep,202238,11-May,vaccinated,0,"3,515,072",0,"8,173,971",0,0,,,,,,,,,0
death,22-Sep,202238,11-May,vax with updated booster,,,,,,,,,,,,,,,0
death,22-Sep,202238,50-64,vaccinated,56,"20,578,512",45,"3,897,557.30",0.272128519,1.154569299,4.242735389,,,,,,,,1
death,22-Sep,202238,50-64,vax with updated booster,0,"51,240",45,"3,897,557.30",0,1.154569299,,,,,,,,,1
death,22-Sep,202238,65-79,vaccinated,138,"15,181,899.70",89,"1,216,680",0.908977155,7.314988329,8.047494139,,,,,,,,1
death,22-Sep,202238,65-79,vax with updated booster,0,"81,933",89,"1,216,680",0,7.314988329,,,,,,,,,1
death,22-Sep,202238,80+,vaccinated,223,"4,305,017.80",114,"577,997.50",5.180001811,19.7232687,3.807579499,,,,,,,,1
death,22-Sep,202238,80+,vax with updated booster,0,"15,391",114,"577,997.50",0,19.7232687,,,,,,,,,1
death,22-Sep,202238,all_ages,vaccinated,425,"78,965,998.50",258,"21,158,586.20",,,,0.414668588,2.082198765,5.021356394,0.44438,2.31715,5.21436,,1
death,22-Sep,202238,all_ages,vax with updated booster,0,"230,214",258,"21,158,586.20",,,,0,2.082198765,,0.00000,2.31715,,,1
death,22-Sep,202239,0.5-4,vaccinated,0,"133,493",1,"4,956,725",0,0.020174611,,,,,,,,,0
death,22-Sep,202239,0.5-4,vax with updated booster,,,,,,,,,,,,,,,0
death,22-Sep,202239,17-Dec,vaccinated,0,"6,287,237",1,"3,868,344.65",0,0.025850851,,,,,,,,,1
death,22-Sep,202239,17-Dec,vax with updated booster,0,"31,886",1,"3,868,344.65",0,0.025850851,,,,,,,,,1
death,22-Sep,202239,18-29,vaccinated,0,"14,057,728",1,"7,345,482.45",0,0.01361381,,,,,,,,,1
death,22-Sep,202239,18-29,vax with updated booster,0,"82,727",1,"7,345,482.45",0,0.01361381,,,,,,,,,1
death,22-Sep,202239,30-49,vaccinated,15,"25,631,819",13,"8,412,252.95",0.058521013,0.154536485,2.640700805,,,,,,,,1
death,22-Sep,202239,30-49,vax with updated booster,0,"302,566",13,"8,412,252.95",0,0.154536485,,,,,,,,,1
death,22-Sep,202239,11-May,vaccinated,0,"3,634,609",0,"8,394,012",0,0,,,,,,,,,0
death,22-Sep,202239,11-May,vax with updated booster,,,,,,,,,,,,,,,0
death,22-Sep,202239,50-64,vaccinated,23,"20,749,348",30,"3,944,397.30",0.110846857,0.760572471,6.861470815,,,,,,,,1
death,22-Sep,202239,50-64,vax with updated booster,0,"271,273",30,"3,944,397.30",0,0.760572471,,,,,,,,,1
death,22-Sep,202239,65-79,vaccinated,135,"15,172,470.60",93,"1,229,663.55",0.889769396,7.563044379,8.500005073,,,,,,,,1
death,22-Sep,202239,65-79,vax with updated booster,0,"445,326",93,"1,229,663.55",0,7.563044379,,,,,,,,,1
death,22-Sep,202239,80+,vaccinated,218,"4,318,467",124,"581,622.55",5.048087666,21.31966857,4.223315834,,,,,,,,1
death,22-Sep,202239,80+,vax with updated booster,0,"102,551",124,"581,622.55",0,21.31966857,,,,,,,,,1
death,22-Sep,202239,all_ages,vaccinated,391,"79,929,832.60",261,"21,513,418.80",,,,0.384841918,2.126113281,5.524640585,0.44438,2.31715,5.21436,,1
death,22-Sep,202239,all_ages,vax with updated booster,0,"1,204,443",261,"21,513,418.80",,,,0,2.126113281,,0.00000,2.31715,,,1
death,22-Oct,202240,0.5-4,vaccinated,0,"153,327",0,"4,934,154",0,0,,,,,,,,,0
death,22-Oct,202240,0.5-4,vax with updated booster,,,,,,,,,,,,,,,0
death,22-Oct,202240,17-Dec,vaccinated,0,"6,259,736",0,"3,864,216.65",0,0,,,,,,,,,1
death,22-Oct,202240,17-Dec,vax with updated booster,0,"66,688",0,"3,864,216.65",0,0,,,,,,,,,1
death,22-Oct,202240,18-29,vaccinated,1,"14,000,578",5,"7,336,592.45",0.007142562,0.06815153,9.541608107,,,,,,,,1
death,22-Oct,202240,18-29,vax with updated booster,0,"163,538",5,"7,336,592.45",0,0.06815153,,,,,,,,,1
death,22-Oct,202240,30-49,vaccinated,13,"25,410,450",17,"8,398,076.95",0.051160054,0.202427295,3.956745121,,,,,,,,1
death,22-Oct,202240,30-49,vax with updated booster,0,"573,227",17,"8,398,076.95",0,0.202427295,,,,,,,,,1
death,22-Oct,202240,11-May,vaccinated,0,"3,642,115",1,"8,385,735",0,0.011925013,,,,,,,,,0
death,22-Oct,202240,11-May,vax with updated booster,,,,,,,,,,,,,,,0
death,22-Oct,202240,50-64,vaccinated,42,"20,488,015",25,"3,937,314.30",0.204997898,0.63495058,3.09735167,,,,,,,,1
death,22-Oct,202240,50-64,vax with updated booster,1,"551,186",25,"3,937,314.30",0.181426959,0.63495058,3.499758706,,,,,,,,1
death,22-Oct,202240,65-79,vaccinated,136,"14,792,029",86,"1,228,353.55",0.919414098,7.001241621,7.614894787,,,,,,,,1
death,22-Oct,202240,65-79,vax with updated booster,3,"894,996",86,"1,228,353.55",0.335197029,7.001241621,20.88694415,,,,,,,,1
death,22-Oct,202240,80+,vaccinated,217,"4,225,733",135,"581,141.55",5.135203762,23.23014075,4.523703795,,,,,,,,1
death,22-Oct,202240,80+,vax with updated booster,1,"228,623",135,"581,141.55",0.437401311,23.23014075,53.10944468,,,,,,,,1
death,22-Oct,202240,all_ages,vaccinated,409,"78,916,805",268,"21,481,478.80",,,,0.410002478,2.147654065,5.238148983,0.45668,2.07564,4.54503,,1
death,22-Oct,202240,all_ages,vax with updated booster,5,"2,411,570",268,"21,481,478.80",,,,0.09832061,2.147654065,21.84337616,0.12359,2.07564,16.79411,3.69505,1
death,22-Oct,202241,0.5-4,vaccinated,0,"173,068",0,"4,912,633",0,0,,,,,,,,,0
death,22-Oct,202241,0.5-4,vax with updated booster,,,,,,,,,,,,,,,0
death,22-Oct,202241,17-Dec,vaccinated,0,"6,227,904",0,"3,859,947.65",0,0,,,,,,,,,1
death,22-Oct,202241,17-Dec,vax with updated booster,0,"106,376",0,"3,859,947.65",0,0,,,,,,,,,1
death,22-Oct,202241,18-29,vaccinated,2,"13,934,661",3,"7,328,114.45",0.014352699,0.040938225,2.852301454,,,,,,,,1
death,22-Oct,202241,18-29,vax with updated booster,0,"253,286",3,"7,328,114.45",0,0.040938225,,,,,,,,,1
death,22-Oct,202241,30-49,vaccinated,5,"25,169,027",9,"8,383,861.95",0.019865687,0.107349096,5.403744583,,,,,,,,1
death,22-Oct,202241,30-49,vax with updated booster,0,"864,196",9,"8,383,861.95",0,0.107349096,,,,,,,,,1
death,22-Oct,202241,11-May,vaccinated,0,"3,647,726",0,"8,377,795",0,0,,,,,,,,,0
death,22-Oct,202241,11-May,vax with updated booster,,,,,,,,,,,,,,,0
death,22-Oct,202241,50-64,vaccinated,35,"20,178,381",24,"3,929,812.30",0.173452964,0.610716191,3.520932568,,,,,,,,1
death,22-Oct,202241,50-64,vax with updated booster,0,"879,053",24,"3,929,812.30",0,0.610716191,,,,,,,,,1
death,22-Oct,202241,65-79,vaccinated,115,"14,335,315",82,"1,226,919.55",0.802214671,6.683404792,8.331192432,,,,,,,,1
death,22-Oct,202241,65-79,vax with updated booster,6,"1,420,248",82,"1,226,919.55",0.422461429,6.683404792,15.82015382,,,,,,,,1
death,22-Oct,202241,80+,vaccinated,239,"4,108,432",114,"580,696.55",5.817304509,19.63159588,3.374689403,,,,,,,,1
death,22-Oct,202241,80+,vax with updated booster,6,"386,651",114,"580,696.55",1.551787012,19.63159588,12.6509603,,,,,,,,1
death,22-Oct,202241,all_ages,vaccinated,396,"77,725,816",232,"21,449,404.80",,,,0.408251689,1.896194512,4.644670343,0.45668,2.07564,4.54503,,1
death,22-Oct,202241,all_ages,vax with updated booster,12,"3,803,434",232,"21,449,404.80",,,,0.122674029,1.896194512,15.45717974,0.12359,2.07564,16.79411,3.69505,1
death,22-Oct,202242,0.5-4,vaccinated,0,"190,887",3,"4,891,580",0,0.061329877,,,,,,,,,0
death,22-Oct,202242,0.5-4,vax with updated booster,,,,,,,,,,,,,,,0
death,22-Oct,202242,17-Dec,vaccinated,0,"6,194,148",0,"3,856,160.65",0,0,,,,,,,,,1
death,22-Oct,202242,17-Dec,vax with updated booster,0,"147,109",0,"3,856,160.65",0,0,,,,,,,,,1
death,22-Oct,202242,18-29,vaccinated,0,"13,863,178",3,"7,319,136.45",0,0.040988442,,,,,,,,,1
death,22-Oct,202242,18-29,vax with updated booster,0,"349,376",3,"7,319,136.45",0,0.040988442,,,,,,,,,1
death,22-Oct,202242,30-49,vaccinated,9,"24,916,694",13,"8,368,248.95",0.036120362,0.155349107,4.300873509,,,,,,,,1
death,22-Oct,202242,30-49,vax with updated booster,0,"1,165,364",13,"8,368,248.95",0,0.155349107,,,,,,,,,1
death,22-Oct,202242,11-May,vaccinated,0,"3,651,043",1,"8,370,674",0,0.011946469,,,,,,,,,0
death,22-Oct,202242,11-May,vax with updated booster,,,,,,,,,,,,,,,0
death,22-Oct,202242,50-64,vaccinated,44,"19,841,650",39,"3,921,299.30",0.221755751,0.994568306,4.484971868,,,,,,,,1
death,22-Oct,202242,50-64,vax with updated booster,1,"1,233,718",39,"3,921,299.30",0.0810558,0.994568306,12.27016821,,,,,,,,1
death,22-Oct,202242,65-79,vaccinated,134,"13,863,942",77,"1,225,493.55",0.966536069,6.283182804,6.500722535,,,,,,,,1
death,22-Oct,202242,65-79,vax with updated booster,7,"1,959,855",77,"1,225,493.55",0.35716928,6.283182804,17.59161034,,,,,,,,1
death,22-Oct,202242,80+,vaccinated,270,"3,983,035",125,"580,225.55",6.778750375,21.54334638,3.178070468,,,,,,,,1
death,22-Oct,202242,80+,vax with updated booster,11,"554,253",125,"580,225.55",1.984653218,21.54334638,10.8549676,,,,,,,,1
death,22-Oct,202242,all_ages,vaccinated,457,"76,468,499",257,"21,414,403.80",,,,0.485404941,2.029267184,4.180565572,0.45668,2.07564,4.54503,,1
death,22-Oct,202242,all_ages,vax with updated booster,19,"5,262,566",257,"21,414,403.80",,,,0.150316272,2.029267184,13.49998341,0.12359,2.07564,16.79411,3.69505,1
death,22-Oct,202243,0.5-4,vaccinated,0,"207,608",1,"4,869,906",0,0.020534277,,,,,,,,,0
death,22-Oct,202243,0.5-4,vax with updated booster,,,,,,,,,,,,,,,0
death,22-Oct,202243,17-Dec,vaccinated,0,"6,156,222",0,"3,852,226.65",0,0,,,,,,,,,1
death,22-Oct,202243,17-Dec,vax with updated booster,0,"190,949",0,"3,852,226.65",0,0,,,,,,,,,1
death,22-Oct,202243,18-29,vaccinated,1,"13,787,098",0,"7,310,228.45",0.007253158,0,0,,,,,,,,1
death,22-Oct,202243,18-29,vax with updated booster,0,"451,591",0,"7,310,228.45",0,0,,,,,,,,,1
death,22-Oct,202243,30-49,vaccinated,7,"24,658,388",14,"8,353,157.95",0.028387906,0.167601284,5.903967852,,,,,,,,1
death,22-Oct,202243,30-49,vax with updated booster,0,"1,473,425",14,"8,353,157.95",0,0.167601284,,,,,,,,,1
death,22-Oct,202243,11-May,vaccinated,0,"3,653,516",0,"8,362,807",0,0,,,,,,,,,0
death,22-Oct,202243,11-May,vax with updated booster,,,,,,,,,,,,,,,0
death,22-Oct,202243,50-64,vaccinated,52,"19,479,934",25,"3,912,834.30",0.266941356,0.638923044,2.393495908,,,,,,,,1
death,22-Oct,202243,50-64,vax with updated booster,0,"1,618,160",25,"3,912,834.30",0,0.638923044,,,,,,,,,1
death,22-Oct,202243,65-79,vaccinated,169,"13,381,081",100,"1,224,026.55",1.262977184,8.169757429,6.468650054,,,,,,,,1
death,22-Oct,202243,65-79,vax with updated booster,1,"2,516,093",100,"1,224,026.55",0.039744159,8.169757429,205.5586948,,,,,,,,1
death,22-Oct,202243,80+,vaccinated,261,"3,851,811",130,"579,693.55",6.776033404,22.42564196,3.309553042,,,,,,,,1
death,22-Oct,202243,80+,vax with updated booster,17,"730,161",130,"579,693.55",2.328253632,22.42564196,9.63195833,,,,,,,,1
death,22-Oct,202243,all_ages,vaccinated,490,"75,158,312",269,"21,379,940.80",,,,0.529946374,2.229716674,4.207438307,0.45668,2.07564,4.54503,,1
death,22-Oct,202243,all_ages,vax with updated booster,18,"6,789,430",269,"21,379,940.80",,,,0.109593569,2.229716674,20.34532409,0.12359,2.07564,16.79411,3.69505,1
death,22-Nov,202244,0.5-4,vaccinated,0,"222,997",0,"4,849,786",0,0,,,,,,,,,0
death,22-Nov,202244,0.5-4,vax with updated booster,,,,,,,,,,,,,,,0
death,22-Nov,202244,17-Dec,vaccinated,0,"6,116,545",0,"3,848,190.65",0,0,,,,,,,,,1
death,22-Nov,202244,17-Dec,vax with updated booster,0,"236,716",0,"3,848,190.65",0,0,,,,,,,,,1
death,22-Nov,202244,18-29,vaccinated,1,"13,708,153",1,"7,302,195.45",0.007294929,0.013694512,1.877264597,,,,,,,,1
